Century,Complement,Tense,Tense_Simplified,Reading,left,right,year,buinn,source,be,verb,Sub_BA,SuB,Excl
13,NULL,NA,NA,Fixed,nna var hinn glæsilegsti. Mörg önnur skip höfðu þeir stór og,vel. Þess getur Sighvatur skáld í Knútsdrápu: |p452 Svo er sagt að Knútur ko,1230,búin,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,Fixed,um tignum mönnum. En síðan munuð þér vita hvernug hann hefir,við lenda menn: drepnir eru hinir ágæstu en margir orðnir landflótta fyrir h,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,alls konar veiðifang og hlóðu ferjuna. En er þeir voru brott,þá kom þar að þeim Ásmundur Grankelsson með þrjá tigu manna og bað þá laust,1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,vel búið,"Konungur fékk Háreki þrjá tigu manna, vaskra drengja og vel",a . Dauði Eyvindar kinnrifu Hárekur úr Þjóttu fer þegar í brott úr bænum sem,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,l sig til þess ljá að gera yður mein eða yðru ríki er svo er,"að atgervi og vinsæld. Vitum vér og eigi hvað þau drottning tala jafnan."" Þ",1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,allir er hann kenndu fylgdu honum og þar til er gálginn var,. Tók hann þegar Harald til sín en allt fólk þusti þegar til konungs með alv,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,i sitt mál og grunaði að þetta mundu vera svik. Hann var svo,að hann hafði blár brækur og skyrtu og möttul á tuglum að yfirhöfn. Hann sá,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,eistarsögu: Frá búnaði Ólafs konungs Ólafur konungur var svo,að hann hafði hjálm gylltan á höfði en hvítan skjöld og lagður á með gulli,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,erði orð Haraldi að koma þangað. En er hann kom var hann svo,"að hann hafði skyrtu og ilbandabrækur, stuttan möttul, hatt írskan á höfði,",1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,vel búið,skal giftast bónda einum þó að þú sért fríður maður eða vel,að íþróttum. Ef Magnús konungur lifði þá mundi hann eigi gifta mig minna ma,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,vel búið,sem konungur bauð. Gerðust þeir allir vasklegir menn og vel,að íþróttum. Haraldur konungur sat þá um kyrrt innanlands og var friður góð,1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,ði það lið allt með sér er honum þótti víglegast og best var,en gaf hinum heimleyfi svo sem kveðið er: Nú fór það lið heim er honum þótti,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,islum að drekka sveitardrykkju. Hásæti Hjörvarðs konungs var,gagnvart hásæti Granmars konungs og sátu allir hans menn á þann pall. Þá mæl,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,lið lið bæði að ættum og það er gervilegast var. Lið það var,með hinum bestum föngum bæði að skipum og vopnum og klæðum. Þeir héldu liði,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,kipti þá guð með okkur því að eigi megum vér hafa lengur svo,að sitja með svo miklum kostnaði og fjölmenni sem hér þarf fyrir ófriðar sak,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,i unninn góður beini. Mötuðust þau öll við eldinn. Síðan var,um þá Þórodd þar í seti og lögðust þeir til svefns. En þá var enn logi á eld,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,ofuna var þar vel umbúist. Settist konungur í hásætið það er,var og biskup til hægri handar. En til vinstri handar sat drottning og þar r,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,gríður senda eftir Þóri hund til Bjarkeyjar. Kom hann til er,var um lík Ásbjarnar eftir sið þeirra. En er þeir fóru í brott valdi Sigríðu,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,. Úlfur sagði konungi að hann skal fara í þá sæng er þar var,"ef hann vildi drauma forvitnast ""en drottning skal liggja í annarri sæng nát",1230,búin,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,i sverð gullbúið með hjöltum og meðalkafla og öll umgerð var,með gulli og silfri og sett dýrlegum gimsteinum. Hélt sendimaðurinn sverðshj,1230,búin,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"skútu, fimmtánsessu, og enn vistabyrðing. En er skipin voru",þá lögðust á sunnanveður hvöss. Týsdag í gagndögum lét Erlingur blása liði s,1230,búin,(heimskringla),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,"skal í engu hafa minna hlut en Haraldur, segir og að hann er",að þeir reyni það. Var þá brátt hvortveggi þeirra reiður svo að hvor bauð ö,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,vel búið,býinn en Benteinn komst út í búr nokkuð með herklæðum og vel,að vopnum og stóð fyrir innan dyrin við brugðið sverð og hafði skjöld fyrir,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,ndasynir. En Þrándur í Götu bjóst til ferðar. En er hann var,mjög þá tók hann fælisótt þá er hann var hvergi fær og dvaldist hann eftir.,1230,búinn,(heimskringla),NA,NA,None,0,
13,NULL,PRS-SBJ,PRS,Prepared,"sig og sitt rúm, þar er áður er skipað, svo að allir séu þá","er eg læt blása til brautlögunnar. Róum síðan samfast, fari engir fyrr en a",1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,væri til þess og búast þeir þá ferðar sinnar. En er þeir eru,"leiða menn þá út. Þá mælti Gyða við sendimenn, bað þá bera þau orð sín Hara",1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"ið hann vinir hans margir, ríkismenn þeir er til ferðar voru",með konungi. Var þar hinn fyrsti maður Erlingur Skjálgsson mágur hans og ha,1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,"di. Og fyrr en nón kæmi þess dags höfðu allir siglt, þeir er",voru. Sótti sá sína ferð ákaflegast er skip hafði skjótast. Kepptist hver v,1230,búnir,(heimskringla),NA,NA,None,0,
13,NULL,PST,PST,Prepared,i hana að krefja að nauðsynjum. Fór Hjalti þegar er hann var,. En er hann kom til Ólafs konungs þá fann hann brátt skáldin Gissur og Ótta,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ar og varð heldur síðbúinn. Sigldi hann í haf þá er hann var,. En frá ferð hans er það að segja að skip það týndist og kom engi maður af.,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"u handgengnir gerst, fara þeir ferðar sinnar þá er þeir voru",. En konungur lét búa skip og fékk manna til og sendi þá menn til Færeyja að,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ndur þá leyfi til heimfarar. Fóru þeir og þegar er þeir voru,. Frá blótum Innþrænda Síðar um veturinn var konungi sagt að Innþrændir höfð,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,stu og lá hann eftir við eyna. Upphaf orustu Nú er liðið var,þá greiða þeir atróðurinn og ljósta upp hvorirtveggju herópi. Tengdu þeir In,1230,búið,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"og Sveinn, og dróst þeim brátt her mikill. Og er lið það var",þá sigla þeir austan til Danmerkur. Svo segir Valgarður: Þeir lögðu fyrst he,1230,búið,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"íkismenn, bæði lendir menn og ríkir bændur. En er ferðin var",þá var það afráðið að Sigurður skyldi fara en Eysteinn skyldi hafa landráð a,1230,búin,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,hann hafði skútu og á nær þremur tigum manna en er hann var,fór hann ferðar sinnar til þess er hann kom á Hálogaland. Þá stefndi hann þ,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ranann. Hafði konungur þá mikið lið og frítt. En er hann var,hélt hann liðinu út eftir firði og síðan norður fyrir Byrðu og svo norður á,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,o aflan þá alla er fengist í ferðinni. |p416 En er Þórir var,hélt hann skipi sínu norður með landi og hitti þá Karla norður í Sandveri.,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"átti, gekk þar á sjálfur með mikið föruneyti. En er hann var",hélt hann suður með landi og síðan vestur um haf og létti eigi ferð sinni f,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,r Haraldur konungur skip það og ferð sína. En þá er hann var,hélt hann út úr ánni skipinu. Þar var vandaður róður mjög. Svo segir Þjóðól,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"tókstu fyrri til."" Hann lét þá blása hestinn. En er hann var","keyrði hann hestinn sporum og kom hann skjótt á hlaup... ""Þér kallið Harald",1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,úr landi. Orusta við Skarðaborg En er Haraldur konungur var,og byr gaf sigldi hann út á haf og kom af hafi við Hjaltland en sumt lið ha,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"ví að einu ef þú sérð engi önnur föng á."" En er Þórarinn var",og byr gaf þá sigldi hann allt útleiði fyrir utan eyjar og norður frá Líðan,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,afði nær níu tigum manna og alla vel vopnaða. En er hann var,og byr gaf þá sigldi hann suður með landi og fara þeir ferðar sinnar og byr,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,gar til ferðar með jarli. Fór jarl þegar á brott er hann var,og sáust þeir Ólafur konungur aldrei síðan. Brúsi jarl dvaldist þar eftir o,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,m skipum og hafði nær þremur hundruðum manna. En er hann var,þá byrjar hann ferð sína norður með landi og er hann kom í Naumdælafylki st,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,um þeim eyki og þar reiða með svo sem þurfti. En er hann var,þá fór hann. Leiddi Jarisleifur konungur hann og Ingigerður drottning vegsa,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"rri til."" Þá lét Magnús blása hestinn um hríð en er hann var",þá keyrir hann sporum hestinn og kom hann skjótt á hlaup. Haraldur stóð þá,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,er voraði bjó Kálfur skip er hann átti. Og þegar er hann var,þá sigldi hann á haf og hélt skipi því vestur til Englands því að hann spur,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,i dró saman her sinn og hélt til Limafjarðar. En er hann var,"þá sigldi hann þaðan öllu liði til Noregs, fór skyndilega og lá ekki við la",1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,inn hirðmaður hans. Þá bjó Þórarinn skip sitt og er hann var,þá tók hann við Hræreki konungi. En er þeir skildust Ólafur konungur og Þór,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,ð stinnt fyrir grjóti ef ofan væri á borið. En er herinn var,þá veita þeir atróður neðan eftir ánni. Og er þeir koma nær bryggjunum þá v,1230,búinn,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,oraði og ísa leysti þá bjuggu þeir skip sín. En er þeir voru,og byr kom þá sigla þeir og greiddist ferð sú vel. Kom Ólafur konungur skip,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,dir menn og bændur. Þeir fóru þegar úr firðinum er þeir voru,og héldu suður með landi og drógu að sér lið úr hverju fylki. En er þeir ko,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PRS,PRS,Prepared,na og bjuggust til brottlögu. Tóku þá menn að sigla þegar er,voru. Kom þá svo að flestir menn höfðu siglt. Sá Finnur þá að þynntist liði,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,inn félagsmann þó að þessi hætta lægi fyrir. Og er þeir voru,þá gengu þeir fyrir konung og kvöddu hann og báðu hann leggja sína hamingju,1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,á aftur á skipin og bjuggust sem hvatlegast. En er þeir voru,"þá renndu skipin í sundið sunnan, búandaliðið. Var þá sem oft eru raunir þó",1230,búnir,(heimskringla),NA,NA,Sub_Before,1,
13,NULL,NA,NA,vel búið,"ítugsessu, og skipaði húskörlum sínum og var það skip allvel",bæði að mönnum og öllum reiða. Fór Hárekur um vorið í leiðangur. En er hann,1230,búið,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,vel búið,gur og hans menn höfðu öll forn ker og svo horn og þó allvel,en Haraldur konungur og hans menn höfðu öll ný ker og horn og búin vel. Voru,1230,búin,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"i því að eg kalla þetta vera ófæru, að berjast við þá að svo",þótt vér höfum lið mikið og frítt. Ef vér skulum veita þeim atlögu og róa ás,1230,búnu,(heimskringla),NA,NA,None,0,
13,NULL,NA,NA,svo búið,þeir eftir það og komu heim um kveldið og segja konungi svo,", hvað er þá hefir í görzt. Konungur segir: ""Þá hafi þér vel gert,"" segir han",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,kvað skjótt úrráð. Og nú þykir konunginum eigi vera mega svo,", og þykist þá lengur hafa setið Sveini þann hlut er hann mundi eigi öðrum þo",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,iklu meiri fjölskyldi umb að vera en eg mega frá fara að svo,"þessi misseri."" Hann telst nú undan um förina á alla vega, og fara þeir við",1260,búnu,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"n verri viðureignar, og það kann eg sjá, að oss mun eigi svo","hlýða ef eigi er ráðs leitað. Og skuluð ér nú vera eftir með herinum, þvíað",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,". En Fjölnir lætur sér það illa líka, og fer hann nú við svo","í braut með þenna fjárhlut og fer á fund Haralds konungs, og gerist hann nú",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"örina, þaðan sem hún hafði staðar numið, og hirðir hana svo","sem þá var hún. En örin var auðkennd, þvíað hún var gulli reyrð. Síðan mælti",1260,búna,(jomsvik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"n virðilegan vagn, og sögðu menn henni, að dýrleg veizla var",í móti henni að konungs. Þeir óku með hana um daginn. Og um kveldið er myrkt,1260,búin,(jomsvik),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,í víking og hernað. Hann fer úr landi þegar er ferð hans er,", og herjar hann það sumar til Skotlands og Írlands og aflar sér mikils fjár",1260,búin,(jomsvik),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"konungs og þykir vera nauðsynjamál, og fer þegar er hann var",", og hefir hann nú hvergi minna lið en hið fyrra sinni og kemur við Danmörk",1260,búinn,(jomsvik),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,"ann atróður harðan, þá er þeir Gull-Haraldur voru sízt viður",", og býður liði Haralds þá kosti, hvort þeir vildi heldur berjast við hann e",1260,búnir,(jomsvik),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,a. Og síðan fóru þeir leiðar sinnar þá er þeir voru til þess,", og ferst þeim vel, og hitta þeir Harald konung gráfeld í Noregi og báru up",1260,búnir,(jomsvik),NA,NA,Sub_Before,1,
13,NULL,PRS,PRS,Prepared,æri lengra tóm til gefið. Jarl fer þegar úr landi er hann er,"og hafði hundrað skipa. En um sumarið síðar, þá komu menn úr Noregi þrír me",1260,búinn,(jomsvik),NA,NA,Sub_Before,1,
13,NULL,NA,NA,svo búið,"i til matar sér. Konungur mælti: ""Þá muntu fara heim við svo",","" segir konungurinn, ""og hefi eg nú sagt yður vilja minn. En nú mun eg þó sv",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,ér hafa gefin verið en þeim er nú á eg; en þó mun það nú svo,"vera verða."" Búi þiggur mennina að henni og biður hana hafa þökk fyrir og ge",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"nvirðingu af Pálnatóka en þeir bræður, og stendur þar nú svo","um hríð. 18. kafli - Frá Véseta Nú verður þar til máls að taka er Véseti er,",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"ga, og fara þeir við það heim konungsmenn og segja honum svo",". Og er þeir voru í braut farnir, þá hvarf af Pálnatóka þyngd öll. Og nú lætu",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"förinni enn, og fara sendimenn nú heim og segja konungi svo",. Og nú kemur þar misserum er jarl fer heiman með föruneyti sitt og fara nú e,1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"nn enn förinni, og fara sendimenn aftur og segja konungi svo",". Enn býst jarl heiman; og þá er að því er komið, fer hann með föruneyti sitt",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"endimenn Haralds konungs og Hákonar jarls, og segja þeim svo",". Eftir það koma þeir nú allir á þing, og hefir það fjölmennst þing verið í D",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,um að tvö vandræði væri á: annað hvort að hverfa frá við svo,", eða drepa reiðskjóta sína til matar, og sýndizt mönnum hvottveggi kosturinn",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"eg attú látir þér það vel líka."" Nú fer Véseti heim við svo",", en Sveinn konungur sendir þegar menn eftir Haraldi jarli og bað hann koma á",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"íta, að mjög var jafnleiki í með þeim Eiríki og Vagni að svo",", og eru þeir í fylkingararminum syðra. Og nú leggur Eiríkur frá þaðan skip s",1260,búnu,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,þykja nökkvers til seinir skattarnir. Skildu þeir nú við svo,", og fer Hákon heim í land sitt og þykist nú unnið hafa mikinn sigur. Og eru",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,sir menn eru svo óvægnir og óðir að eigi mun lengi hlýða svo,", og mun þurfa sem bráðast að leita ráða í. Áslákur er maður sköllóttur, að þ",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"í gerzt til tíðenda, og segir hann þetta engum manni að svo",". Sveinn tekur til orða og mælti við fóstra sinn: ""Þess vil eg biðja, fóstri,",1260,búnu,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"mér liggur þyngd nokkur, og þykjumst eg eigi fær vera að svo",. Það fylgir og að eg á hér miklu meiri fjölskyldi umb að vera en eg mega frá,1260,búnu,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,vel búið,"a. Hann hafði á þeim skipum hundrað manna, og voru allir vel",að klæðum og vopnum. Ekki er getið að þar gerðist einkum til tíðenda um fer,1260,búnir,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"fa vopn á þá og felldu á þá tjöldin, er þeir voru ekki viður",", og lýkur þar svo með þeim, að Áki fellur og allt lið hans. Og eftir þetta",1260,búnir,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"kemur, er þér komið þar til þeirrar veizlu er vér höfum yður",", og skaltu þar einn fyrir öllu ráða; en vér skulum allir, sem skylt er, til",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,nú lið sitt Jómsvíkingar þaðan frá veizlunni. Og er þeir eru,", þá fara þeir úr landinu og hafa hundrað stórskipa. En þeir höfðu þangað ha",1260,búnir,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,nú annar mestur maður í Danmörku og ríkastur og bezt að viti,", þegar er konunginn líður sjálfan. Það er nú frá sagt, að konungurinn fer y",1260,búinn,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"ndur þér, og muntu nú ráða verða að sinni."" Og nú verður svo","að vera sem Eiríkur vill. Og nú mælti Hákon jarl við Þorkel leiru: ""Högg enn",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,ldi fara til hins harðasta bardaga og vilja vera við öllu um,", þótt Úlfur taki auðvellega á. Og er þeir eru albúnir, þá veita þeir atróðu",1260,búnir,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"su ráðið hafa, Þyri,"" sagði hann, ""er höllin er á þessa leið","."" ""Fyrir því þyki þér það líklegra herra?"" segir hún. ""Því,"" sagði konungur,",1260,búin,(jomsvik),NA,NA,None,0,
13,NULL,PRS-SBJ,PRS,Prepared,"er mikils eru verðir og svo hina er minna háttar eru, og sé","hvert skip það þaðan, það er nokkur vöxtur er að. En Guðbrandur hvíti var þa",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"kip senn, svo að þau voru öll læst innan borgar. Þar var umb","með mikilli vélfimni er í var lagt inn í höfnina, og þar var sem dyr væri ge",1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,Fixed,"ir þeir synir Véseta, Búi og Sigurður. Búi hinn digri var þá","mjög ítarlega að klæðum, fyrir því að hann var þá í klæðum þeim er Haraldur",1260,búinn,(jomsvik),NA,NA,None,0,
13,NULL,Samsett,Other,Prepared,"ður, og er það ósýnna að svo beri til."" Nú svarar konungur: ""","skulu öll skipin, Sigvaldi, þá er þú ert búinn til fararinnar,"" segir konung",1260,Búin,(jomsvik),NA,NA,None,0,
13,NULL,Samsett,Other,Prepared,"ang: ""Ef þú vill berjast við oss,"" segir hann, ""þá skulu vér","þess. En þó sæi eg hér betra ráð til."" ""Hvert er það?"" segir Þorkell. ""Óska",1260,búnir,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"mun þetta ráðast þessu sinni, og skaltu nú heim fara að svo","með góðum gjöfum og virðilegum, og ef þér er mikið um ráðahag við mig, þá sk",1260,búnu,(jomsvik),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"aldri síðan mér í augsýn."" Og nú fer Sveinn í braut við svo",og á fund Pálnatóka fóstra síns og segir honum allt sem fór með þeim feðgum.,1260,búið,(jomsvik),NA,NA,None,0,
13,NULL,PST,PST,Prepared,Ögmundur og Helga áttu son er Fróði hét. Þá er skip var mjög,tók Helga sótt og andaðist og Fróði son þeirra. Eftir það sigldu þeir í haf.,1212.5,búið,(kormaks),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,s. Þeir bræður ætla og að fylgja skipi sínu. Þá er þeir voru,fer Kormákur að finna Steingerði og áður en þau skilja kyssir Kormákur Stei,1212.5,búnir,(kormaks),NA,NA,Sub_Before,1,
13,NULL,NA,NA,svo búið,"vo þó?"" segir Kormákur. Dalla mælti: ""Þér mun eigi hlýða svo","þó, því að ófús mun Þorvarður að berjast nema fjölkynngi sé við. Þykir mér h",1212.5,búið,(kormaks),NA,NA,None,0,
13,NULL,NA,NA,svo búið,a við sitt líflát. Engu lét Halldór ræna og fór heim við svo,. Vel lét Þorgerður yfir þessu verki og þótti minning sjá betri en engi. Þett,1250,búið,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,vel búið,á pallinum í búðinni. Sú kona var væn og stórmannleg og vel,. Vita þóttist hann að þar mundi vera Þorgerður dóttir Egils. Ólafur gengur a,1250,búin,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"ar fáskiptinn hversdagla, óþýður við flesta. En hann var svo",jafnan að hann hafði skarlatskyrtil rauðan og gráfeld ystan og bjarnskinnsh,1250,búinn,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,svo búið,"ber."" Þorkell kvað svo vera skyldu og skiljast þeir við svo",. Fór Þorkell vestur yfir Breiðafjörð og til skips. Hann flutti Grím utan með,1250,búið,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,svo búið,r skyldi gera um þetta þeirra í milli. Skildust þeir við svo,. Fór Þorsteinn heim en Ljótur býður þeim Bolla heim með sér og það þiggur ha,1250,búið,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,svo búið,undan eirt fjandskap yðrum. Skal nú því lýsa að eigi mun svo,"hlýða."" Þá svarar Guðrún máli hans og mælti: ""Þann seyði raufar þú þar Kjart",1250,búið,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,asta dag boðsins var Unnur flutt til haugs þess er henni var,. Hún var lögð í skip í hauginum og mikið fé var í haug lagt með henni. Var,1250,búinn,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"u."" Síðan gengu þeir Ósvífurssynir í jarðhús það er þeim var",á laun en þeir Þórhöllusynir voru sendir út til Helgafells að segja Snorra g,1250,búið,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,ngur ferma með viði og búa með öllum reiða. Og er skipið var,"lætur konungur kalla á Ólaf og mælti: ""Þetta skip skaltu eignast Ólafur. Vil",1250,búið,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,ún munuð hafa við talast og svo hefi eg spurt hversu hún var,"að hún hefði nú faldið sig við motrinum og semdi einkar vel."" Kjartan svarar",1250,búin,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,"ar til búðar Egils."" Höskuldur bað hann því ráða. Ólafur var",á þá leið að hann var í skarlatsklæðum er Haraldur konungur hafði gefið hon,1250,búinn,(laxdal),NA,NA,None,0,
13,NULL,PRS,PRS,Prepared,a stórmennsku. Eftir það býr Ólafur ferð sína. Og er hann er,og byr gefur þá siglir Ólafur á haf og skiljast þeir Haraldur konungur með,1250,búinn,(laxdal),NA,NA,None,0,
13,NULL,PST,PST,Prepared,ls verður. Unnur heldur skipinu í Orkneyjar þegar er hún var,. Þar dvaldist hún litla hríð. Þar gifti hún Gró dóttur Þorsteins rauðs. Hún,1250,búin,(laxdal),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,lar að sækja sér kirkjuvið og siglir þegar á haf er hann var,. Hann hafði hægja útivist og eigi allskamma. Taka þeir Noreg norðarla. Þá s,1250,búinn,(laxdal),NA,NA,Sub_Before,1,
13,NULL,PRS,PRS,Prepared,annar í Sælingsdal. Þórður hinn lági fer heim þegar hann er,. Hina næstu nótt eftir gerði á æðiveður. Rak þá ísinn allan að landi. Hélt,1250,búinn,(laxdal),NA,NA,Sub_Before,1,
13,NULL,PST,PST,Prepared,Hann kaupir skip er uppi stóð í Dögurðarnesi. En er hann var,með öllu sté hann á skip út og kona hans og annað skuldalið. Skip það verðu,1250,búinn,(laxdal),NA,NA,Sub_Before,1,
13,NULL,NA,NA,vel búið,"lti: ""Þú ert sundfær vel eða ertu að öðrum íþróttum jafn vel","sem að þessi?"" Kjartan svarar og heldur seint: ""Það var orð á þá er eg var",1250,búinn,(laxdal),NA,NA,None,0,
13,NULL,NA,NA,Fixed,i koma til Þorsteins á Háls og fá þar góðar viðtökur. Er þar,veisla fríð. 85. kafli Nú er að segja frá Helga að hann kemur heim á Skeið o,1250,búin,(laxdal),NA,NA,None,0,
