label,textid,genre,year,century,lexicaldiversity,subgenre,treeid,tense,prog,fara,taka,,FOCAL,text,Notes
IP-SUB,ntacts,rel,1540,16,0.24,bib,32221,BEDI,,,,,,Og sjáðu að blálenskur maður geldingur og vildarmenni drottningarinnar Kandakes af Blálandi hver eð yfir var settur allar hennar fjárhirslur hann var farinn til Jerúsalem að tilbiðja,
IP-SUB,ntacts,rel,1540,16,0.24,bib,32227,BEDI,1,,,,1,og heyrði að hann var að lesa Esaiam spámann,
IP-SUB,ntacts,rel,1540,16,0.24,bib,32378,BEDI,1,,,,1,En á meðan þeir voru að búa til leið yfir hann brjósthöfgi VS:X_11P,
IP-MAT,ntacts,rel,1540,16,0.24,bib,32757,BEDI,1,,,,1,VS:XVI_6P Og þá þeir gengu um Frýgiam og Galitíuríki var þeim forboðið af helgum anda að tala Guðs orð í Asía,
IP-SUB,ntjohn,rel,1540,16,0.18,bib,34491,BEPI,,,,,,VS:XIX_40J Þá tóku þeir líkama Jesú og sveipuðu í líni með ilmandi smyrslum svo sem siður er til Gyðinga að greftra,
IP-SUB,eintal,rel,1593,16,0.19,oth,34923,BEDS,,,,,,Og þó þeirra ásetningur væri að láta þetta ekki ske um páskahátíðina svo að ei yrði upphlaup með fólkinu þá var það þó áður fyrr ásett í ráði heilagrar þrenningar að þeirra ranglæti við þig skyldi á þeirri fjölmennu hátíð fram koma,
IP-SUB,eintal,rel,1593,16,0.19,oth,35014,BEPI,,,,,,Hvör einn hópur í Ísrael skal slátra þessu lambi móti kvöldi og taka þess blóð og rýða því á dyrustafina og á efsta dyratréð hússins þar þeir inni eru að neyta lambsins,
IP-SUB,eintal,rel,1593,16,0.19,oth,35113,BEPI,,,,,,Vakta þig einnin mín sál svo að þitt páskalamb sé í öngvan máta í vatni soðið Því þú skalt hvörki vana það sem drottinn þinn bauð þér og ei þar við auka Því að til ónýtis er það að vilja þjóna Guði með þeim kenningum sem ei eru nema mannanna boð og setningar,
IP-MAT,eintal,rel,1593,16,0.19,oth,35536,BEPI,,,,,,En hann sagði til hans Herra reiðubúinn er eg með þér í fjötur og dauða að ganga,
IP-SUB,eintal,rel,1593,16,0.19,oth,36095,BEPI,,,,,,Stolt er það á meðan vel gengur því það er ekki hægt að temja eða stilla,
IP-MAT,okur,rel,1611,17,0.3,oth,36193,BEPI,,,,,,um hina er ekki að tala,
IP-MAT,okur,rel,1611,17,0.3,oth,36211,BEPI,,,,,,Þess vegna er það hræðilegt og skelfilegt fyrir mannskepnuna að falla í reiðihendur lifanda guðs,
IP-MAT,okur,rel,1611,17,0.3,oth,36266,BEPI,,,,,,og allmörgum af þeim er svo þvers um geð kristilega að lýsa sem einum soltnum hundi að fasta,
IP-SUB,okur,rel,1611,17,0.3,oth,36390,BEPI,,,,,,Einn af þeim heiðnu lagði það að jöfnu að plága náungann með okri og drepa hann því meðan þeir eru að útokra sínu við þann þurfanda þá er hjarta þeirra svo langt frá tungunni sem himininn er frá jörðunni,
IP-SUB,okur,rel,1611,17,0.3,oth,36441,BEDI,,,,,,og svo fá þó samt ugglaust eins og allt sé hreint og klárt og á allar síður viturlega og vel gjört og stofnað svo sem sá ríki bóndi meinti um sig sem allar sínar kornhlöður var búinn að fylla,
IP-SUB,okur,rel,1611,17,0.3,oth,36523,BEDI,1,,,,1,En þá hún var nú að telja peningana datt þessi skarfur niður fyrir henni,
IP-MAT,okur,rel,1611,17,0.3,oth,36552,BEPI,,,,,,Eins segir spámaðurinn eru þeir með sínum veiðibrellum útbúnir að leggja upp og niður aftur og fram snörur fyrir fólkið,
IP-MAT,okur,rel,1611,17,0.3,oth,36577,BEDI,,,,,,Hinum heilaga Davíð var stór forvitni forðum þegar hann tók við ríkinu eftir Sál kóng að vita það hvör fá mundi að búa í herrans tjaldbúð og hvílast á hans heilaga fjalli Hvörsu að væri hér í heimi réttur pílagrímur í þeirra andlegu herrans tjaldbúð kristilegri kirkju,
IP-MAT,okur,rel,1611,17,0.3,oth,36687,BEPI,,,,,,Nú af því vér erum settir af guði hvör í sinni sókn að vaka yfir hjörð drottins og framfylgja því öfluga spádómsorði sem ekki líður nökkra forfalskan svo ekki neitt orð undan falli af þeim orðum sem drottinn hefur oss í hendur fengið til þess að uppslíta sundurbrjóta eyðileggja og fordjarfa djöfulsins verk en uppbyggja og gróðursetja verk vors guðs Ef ske mætti þeir sem annarlegum guðum okursyndinni hafa sér til ábata um stundir ótérlega eftirfylgt vildi það heyra og snúa sér í burt frá sínu vondu athæfi þess og annars vér verðum sjálfir í vorum sóknum og oftar en skyldi innan vorra dyragátta varir við djöflanna frágang Ekki einasta í því að svíkja mannlegt hold og blóð og upphvetja það til alls konar synda heldur og líka spyrjum vér að sjálfir djöflarnir hafa sýnilega á gangi verið í voru föðurlandi svo sem rigtið út af því efni hefur allvíða á þessum árum of hátt gengið og ýmislegar skráveifur gjört bæði mönnum og peningum manna Þá er oss segi ég mál að vakna og með hvellum guðsorðabásúnum þann lámskranda úlf djöfulinn og svo hans hvolpa meðal hvörra okurmennirnir eru tannhvassastir og hjörðinni skæðastir frá vorri hjörð að fæla svo sá gullkaleikur sem upp er settur sérdeilis í Neshrepp fullur á barma af okri og öðrum óhreinindum gjöri ekki vorar sóknir öldungis fordrukknar svo sem hann hefur um stundir þá allmarga velglaða gjört og gjörir enn nú,
IP-SUB,olafuregils,bio,1628,17,0.23,tra,36870,BEDI,,,,,,og ætlaði þar inn því þeir vissu þá var þar ekki neitt að óttast,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,36889,BEDI,,,,,,og í móti snörpum austanvindi var þeim Íslenzku skipað að róa,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,36953,BEDI,,,,,,Og nær því og jafnlega var það að minnast á það sem það hafði áður heyrt um þá sem herleiddir voru þó sumir væru um þetta þegjandi,
IP-SUB,olafuregils,bio,1628,17,0.23,tra,37168,BEPI,,,,,,En þeirra vinskap er svo háttað Vallenzku og Tyrkjanna að nær þeir eru búnir að kaupast við og eru komnir eina mílu út frá þeim illvirkjastað þá slá hvorir aðra í hel vægðarlaust,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,37310,BEPI,,,,,,og þau eru svo að sjá sem þeir allra stærstu uxar svo að allri sköpun sem þeir furðanlega feit að sjá,
IP-SUB,olafuregils,bio,1628,17,0.23,tra,37390,BEPI,1,,,,1,og þá eg er að fá mat þá spyr mig einn af þeim skipherrum sá helzti hvað fyrir mann eg væri hvaðan eg væri að kominn og hvert eg ætlaði,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,37463,BEPI,,,,,,Um þann stað Marsilien er það að segja að hann er byggður utan í kringum einn fjörð kringlóttan sem er svo mjór framan að eg meina hann ekki fulla 40 faðma yfir um fjarðarkjaftinn,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,37470,BEPI,,,,,,Um klæðnað manna og kvenna í þeim stað er það að segja að það er með sama klæðadrakt og þeir í Italia,
IP-SUB,olafuregils,bio,1628,17,0.23,tra,37598,BEPI,,,,,,Þann 8. Aprilis fékk eg að sjá þann heyborna vorn allranáðugasta herra kóng Kristján Danmerkur og Noregs þann 4a með því nafni með því heiðursnafni og herratitli hver hjartans herra að er til að sjá lítillátur og hýr við sína undirgefna,
IP-MAT,olafuregils,bio,1628,17,0.23,tra,37620,BEPI,,,,,,Minn elskulegi lesari og góði vin það er mín sanninda meðkenning að eg vegna míns missis á kvinnu og börnum hvern að sjálfur guð græði þá kann ekki svo til þrautar um vorn náðuga herra kónginn prinsinn kóngsins son staðinn Kaupinhafn herrans þar prédikarana eður hvað annað sem mér þar fyrir augu og eyru kom svo að tala og skrifa sem eg vildi eður skyldi því að þann tíð sem eg kom í Danmörk og eg fékk að vita hversu hryggilega að til var gengið um stríð og orlog og svo þann missi sem kóngleg majestæt fengið hafði á krúnunnar eignum þá jukust að nýju mínir sorgardagar því að þá var sú mín von úti sem var að eg mundi þar nokkurn styrk fá að eg gæti keypt aftur konuna og börnin laus um hvað eg var þó í góðri von þangað til hvað og vel hefði mátt ske hefði allt vel til gengið fyrir vorum náðuga herra kóngi,
IP-MAT,gerhard,rel,1630,17,0.23,oth,37894,BEPI,,,,,,Þar af er að merkja að þær hafa áður verið uppskrifaðar í þeirri himnesku ráðstofunni það fyrst þær verða útdregnar eður að nýju útskafnar,
IP-MAT,gerhard,rel,1630,17,0.23,oth,37896,BEPI,,,,,,Þar af er að merkja að Guð lítur til syndanna og gefur gaum að þeim svo að hann straffi þær fyrir sínu augliti,
IP-MAT,gerhard,rel,1630,17,0.23,oth,37898,BEPI,,,,,,Þar af er að merkja að syndirnar snúa Guði frá mönnunum og skilja svo að Guð og menn,
IP-MAT,gerhard,rel,1630,17,0.23,oth,37906,BEPI,,,,,,Hér af er að merkja að vegna syndarinnar verða menn útskafnir af lífsbókinni,
IP-MAT,gerhard,rel,1630,17,0.23,oth,38259,BEPI,,,,,,en það straff er Guð búinn allareiðu að leggja upp á sinn hjartans son,
IP-SUB,gerhard,rel,1630,17,0.23,oth,38270,BEPI,,,,,,Sá sem nú lét sér vera umhugað um þig þegar þú varst enginn skyldi honum nú ekki vera um þig hugað þar hann er búinn að skapa þig eftir sinni eigin mynd ?,
IP-SUB,gerhard,rel,1630,17,0.23,oth,38302,BEPI,,,,,,Hvað er það að faðirinn skyldi ekki veita syninum þar hann er búinn að meðtaka af honum svo mikið verð fyrir vora sáluhjálp svo sem faðirinn hefur látið sér vel lynda og líka ?,
IP-SUB,illugi,nar,1650,17,0.21,sag,38454,BEDI,1,,,,1,En er menn voru um þetta að ræða var hurðar kvatt og þó heldur mikilfengliga,
IP-MAT,illugi,nar,1650,17,0.21,sag,38682,BEPI,,,,,,En frá útferð þeirra er það að segja að þá þeir lögðu út og voru komnir í haf um það skeið er þeir misstu sýn af landi fengu þeir þokur óþrotligar er eigi þvarr á mörgum dægrum,
IP-MAT,illugi,nar,1650,17,0.21,sag,39069,BEPI,,,,,,En það er frá Tjösni að segja að hann kvaðst fara mundu að eyðileggja kvikendi þau er komið hefðu þar á land með Illuga,
IP-MAT,illugi,nar,1650,17,0.21,sag,39125,BEPI,,,,,,En það er frá Illuga að segja að þegar hann kemur inn tvíhendir hann atgeirinn á Tjösni miðjan,
IP-MAT,illugi,nar,1650,17,0.21,sag,39167,BEPI,,,,,,Nú er að segja af Illuga að hann sækir að Skrýmni með mikilli hugprýði,
IP-MAT,illugi,nar,1650,17,0.21,sag,39384,BEPI,,,,,,Það er frá Hjaranda að segja að hann litast um á landið upp,
IP-MAT,illugi,nar,1650,17,0.21,sag,39399,BEPI,,,,,,Nú er að segja af Hjaranda að hann heldur að landi með fimmtigi manna,
IP-SUB,illugi,nar,1650,17,0.21,sag,39431,BEDI,,,,,,Þegar Illugi sér að engi kostur var að ná skipi Hjaranda og eigi varð þaðan komist sjóleið á brott segir hann þann einn kost fyrir höndum liggja að leggja á Hlymrekaheiðar,
IP-MAT,illugi,nar,1650,17,0.21,sag,39442,BEDI,,,,,,Var hún eigi látin bera,
IP-MAT,illugi,nar,1650,17,0.21,sag,39455,BEDI,,,,,,Var svo að heyra sem tjaldið félli af höggi,
IP-MAT,illugi,nar,1650,17,0.21,sag,39585,BEPI,,,,,,Nú er frá því að segja að þann sjötta morgun er þau vakna í tjaldi sínu varp Kaðlín mæðiliga öndinni og mælti við Illuga Þungliga hafa mér draumar fallið í nótt,
IP-MAT,illugi,nar,1650,17,0.21,sag,39805,BEPI,1,,,,1,og eru þar að sundra þýfið,"Ari tekur vopn sín og fer með fáa menn frá skálanum og finna bráðliga átta ræningja í skógarrjóðri einu, og eru þar að sundra þýfið. Ari sækir að þeim með vopnum og drepur þá alla nema einn, er komst undan í skóginn. Síðan taka þeir vistir sínar og færa heim í skála sinn. En eftir þetta mæta þeir eigi árásum ræningjanna, og líður svo veturinn allur fram að sumarmálum. 
 Þá er það eitt sinn, að þeir Ari og menn hans verða við það varir, að ræningjar eru í skógi skammt frá skálanum, eigi allfáir. Það verður þeirra ráð að láta þá vera í náðum óáreitta, meðan þeir bæra eigi á sér til nokkurra illverka. "
IP-SUB,illugi,nar,1650,17,0.21,sag,40059,BEPI,,,,,,En það var á þann hátt að tekið er að grafa í jörð niður inn undir virkið,
IP-MAT,illugi,nar,1650,17,0.21,sag,40142,BEDI,,,,,,Það var áform þeirra að komast austur yfir Hlymrekaheiðar til aðseturs Konáls konungs föður Kaðlínar,
IP-MAT,illugi,nar,1650,17,0.21,sag,40259,BEPI,,,,,,Nú er að segja frá þeim Ara og Ótrygg að lið þeirra barðist harðfengiliga,
IP-MAT,illugi,nar,1650,17,0.21,sag,40268,BEPI,,,,,,En af Ara er það að segja að hann var óvígur af mæði og fellur þar eftir í óvit,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40365,BEDI,,,,,,En er ég var til sængur kominn og sofnaður kom eftir miðnætti yfir mig í rúminu einn djöfuls andi sem plagaði mig líkavel vakandi og var að finna ofan á fótunum á mér eins og mús eða valska svo ég mátti með öngvu móti svefns njóta eins og mig hafði skeð fyrir sjö eða átta árum fyrri hver djöfulskapur mig þvingaði þá ekki utan á næturnar og þó eigi hverja nótt heldur öðru hverju,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40402,BEDI,,,,,,Þegar ég var nú búinn að tala við Jón yngra úti kom ég inn aftur í kirkjuna,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40423,BEDI,,,1,,,Jafnsnart sem ég var nú tekinn til að snúa mínu hjarta til Guðs með bænakallinu stökk eins og hundur upp í rúmið og fyrst ofan á fæturnar og síðan yfir allan minn líkama með grimmilegri ógn og skelfing,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40483,BEDI,,,,,,Og ekki varð mönnum að ráði hverki á sjóinn að róa né þeirrar bjargar sér að leita því rænuleysi og svo sem fásinna lá á flestum af slíkri kynngi svo að ég sá að hvert mannsbarn mundi héðan fara því að um líf og velferð var að tefla sem komin voru í mesta háska,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40509,BEDI,,,,,,En sem ég stóð í prédikunarstólnum að tala Guðs orð fyrir söfnuðinum formerkti ég að til var ætlað að svipta mig rænu og forstandi sem kallaður er æðigaldur svo ég skyldi aldeilis vitið missa,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40540,BEDI,1,,,,1,En er þeir voru að beita lóðir við naustið urðu þeir varir við stóran óhreinleik,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40559,BEDI,,,,,,Þar um mun sá frómi mann Jón Ólafsson sem kenndur er við þá austindíansku reisu ennnú að ég vona minnast og til ranka sem með mínu heimafólki lá upp yfir mér þá mér gagnaðist ekki í rúminu að liggja sem ég var vanur þá að láta fyrirberast,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40590,BEDI,,,,,,Við soddan eið og hræðileg formæli blygðuðust velflestir því það var ofbjóðlegt uppá að heyra,
IP-SUB,pislarsaga,bio,1659,17,0.28,aut,40600,BEDI,,,,,,Ekki fornam ég heldur að nokkur maður tæki eftir því né bannaði hönum soddan kapp og fylgi í svo vondu máli né heldur meinaði þeim feðgum við neinn mann að tala hverki hátt né í hljóði svo sem mér var fyrirboðið að tala við Björn í Engidal,
IP-SUB,indiafari,bio,1661,17,0.23,tra,40721,BEDI,1,,,,1,og hrósaði því mjög og Týhússins yfirvöldum einkum meistara Hannesi sá eð var í þann tíma týmeistari og kóngsins byssuskyttur yfir settur ásamt týjunkurnum sem Adolph Fridericus Grabov hét og þá var nýlega kominn frá landi Holsten og stóð þar nálægt er við Rasmus vorum um greint efni að samræða,"“when we, Rasmus and I, were discussing the subject at hand."""
IP-MAT,indiafari,bio,1661,17,0.23,tra,40815,BEDI,1,,,,1,og voru að spássera þar um grundirnar sem bændurnir skyldu fram um fara þeir eð áttu heima uppá landsbyggðinni og tvisvar í hverri viku komu í borgina upp á torgið með allra handa sem af bóndabyggðinni plagast að flytja í kaupstaðina sem er rúg maltrúg bygg þríslags grjón hveiti humal hunang smjör ost svín gæsir andir og margslags fisk úr ferskum vötnum,
IP-SUB,indiafari,bio,1661,17,0.23,tra,40828,BEDI,,,,,,Item bar svo við einn tíma að smápiltar þeir eð gengu í þann danska skóla voru að leika sér við ráðhúsmúrinn með sínum pungum um það bil að klukkan var fjögur það er stund af nóni og voru nýkomnir út af skólaherberginum að tveimur af þessum unglingum bar til þrætu,
IP-SUB,indiafari,bio,1661,17,0.23,tra,40944,BEDS,,,,,,Kóngur kvað honum annað nauðsynlegra vera en um það að biðja sem væri að biðja Guð um það að henti aldrei slík ólukka sem hans bróðir,
IP-MAT,indiafari,bio,1661,17,0.23,tra,40974,BEDI,,,,lokið,,Um kvöldið var við lokið að flytja til skips hvað við þurfti,
IP-SUB,indiafari,bio,1661,17,0.23,tra,40982,BEDI,1,,,,0,Hann sjálfur kóngurinn ásamt öllum honum þénandi sem var kapteinar skipherrar byssuskyttur bátsmenn timburmenn og hofþénarar sem þar daglega við voru í hálfan mánað skipið aftur að viðrétta hvað og skeði með stórum erfiðismunum,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41084,BEDI,,,,,,Þessi Jón sem silfrinu hafði úthellt var upphvattur þenna leik að hefja,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41178,BEDI,,,,,,og var þeim tilsagt mér að undirvísa í einu og öðru sem stykkjunum og Týhússins höndlan við kæmi,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41195,BEDI,,,,,,Svo bar til einn tíma er ég var nýlega skrifaður við Týhúsið vakt að halda og ég var genginn vestur yfir brúna frá portinu af minni vakt að einn maður og einn byssuskytter að nafni Pétur Drageyri bauð mér í þann kjallara sem var gagnvart brúnni og kallaðist Kristínar Doktors kjallari að drekka eitt glas öls,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41263,BEPI,,,,,,Nú er að víkja aftur til Péturs Drageyrar er mér á deginum fyrir bauð í kjallarann til veislu,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41282,BEDI,1,,,,1,Með því að þessi maður var stundum glettinn hafði hann einn tíma með kerskni gripið sinni hendi upp undir hennar klæði ofarlega þar hún var að sauma,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41326,BEDI,1,,,,1,En skömmu seinna kom hann mér óvitanlega er ég var að uppljúka dyrum þar nálægt,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41369,BEDI,1,,,,1,Item einn tíma eitt kvöld er ég sat í húsi þess manns er Sveinn hét og þrír menn aðrir og vorum að spila varð slegið með steini á þann fjalarhlemm er um nætur til hlífðar við glergluggana verður uppdreginn svo glerið fauk um vor andlit þar vér sátum við borðið,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41396,BEPI,,,,,,Nú er þar frá að segja að skútumaðurinn vaknar sem lá aftur í sinni káhyttu,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41505,BEPI,1,,,,0,Nú er ég að tala um höndlan og háttalag Týhússins og hvað þar við bar hið sérlegasta af mörgu,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41524,BEPI,,,,,,Nú er það til máls að taka að þessir tveir vínsveinar tóku þennan skútumann ofan í þann vínkjallara er í garðinum var hvar þeir daglega voru í tveggja tunnu föt það vín að inntappa er til þeirrar fyrstu reisu að Indíen var ætlað og þá var í búningi 1618-1618,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41524,BEDI,,,,,,Nú er það til máls að taka að þessir tveir vínsveinar tóku þennan skútumann ofan í þann vínkjallara er í garðinum var hvar þeir daglega voru í tveggja tunnu föt það vín að inntappa er til þeirrar fyrstu reisu að Indíen var ætlað og þá var í búningi 1618-1618,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41589,BEDI,,,,,,En kopar eða það sem til formsins var ætlað var í deigluketilinn sem var innmúraður um kvöldið fyrir miðjan aftan í látið að smeltast og undir eldur kveiktur,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41636,BEDI,1,,,,1,Það var að líta sem hann væri að krumla með klóm og hrífa að sér,"En nokkuð sýndi sig í neðra hluta slotsmyndarinnar, því strax sem himnaríkisdyrnar, er vera áttu, aftur lukust og Krists mynd hvarf, þá upplukust dyr neðarlega á þessu sloti og jafnskjótt kom þar út kolsvartur Kölski með krókneglur bjúgar, bjúgnefjaður, hrokkinhærður og hraklegur að líta. Það var að líta sem hann væri að krumla með klóm og hrífa að sér, (P:62) en strax sem stundin var úti og þær efstu dyr upphrukku og Christi mynd útkom, skaust inn skolli og lyktar svo hér um framar að tala."
IP-MAT,indiafari,bio,1661,17,0.23,tra,41872,BEDI,1,,,,0,og var ég í þá bók að horfa sem Sá andlegi herradagur nefndist,
IP-MAT,indiafari,bio,1661,17,0.23,tra,41913,BEPI,,,,,,Nú er þar aftur til að víkja er ég nú frá veik þar öll vaktin við Rauðuport á tilsettum tíma er fyrr var greint saman safnast í því vakthúsi er þar stóð biðu þess tíma er vaktin skyldi uppþrekkjast,
IP-SUB,indiafari,bio,1661,17,0.23,tra,41978,BEDI,,,,,,Svo bar við einn tíma er mér féll sú fyrsta vakt til um kvöldið sem voru tvær klukkustundir í senn að vaktmeistarinn Kaspar sendi boð til mín eftir það hann var búinn að læsa slotsportinu að ég gengi af skildbekknum heim til hans hvað þó ei plagaðist tíðum og setti þann í staðinn í mína vakt sem sendur var,
IP-MAT,armann,nar,1675,17,0.26,fic,42294,BEPI,,,,,,og er ekki vinningur því aftur að ná,
IP-SUB,armann,nar,1675,17,0.26,fic,42342,BEDI,,,,,,og stóð föllin af sér þar til um síðir að Flórsokka gat mætt hann so hönum var búið að springa,
IP-MAT,magnus,bio,1675,17,0.39,oth,43085,BEDI,,,,,,og það var siðvenja presta í þær mundir að geyma í altari kirkjunnar sínar aðkvæðabækur,
IP-MAT,modars,nar,1675,17,0.34,fic,43372,BEPI,,,,,,Nú er að segja frá Depilrössu og hennar jólahaldi,
IP-MAT,modars,nar,1675,17,0.34,fic,43429,BEPI,,,,,,En það er af henni að segja að í þessu fjúki hitti hún fyrir sér einn klett,
IP-MAT,modars,nar,1675,17,0.34,fic,43523,BEDI,1,,,,1,og er þær komu að Glaumbæ var verið að syngja útgöngusálminn,
IP-MAT,modars,nar,1675,17,0.34,fic,43600,BEDI,,,,,,Síðan var gesturinn látinn innkoma,
IP-SUB,skalholt,nar,1680,17,0.26,rel,43747,BEDI,,,,,,Þá búið var að að brenna féll í ösku,
IP-MAT,skalholt,nar,1680,17,0.26,rel,43756,BEPI,,,,,,Þar er fyrst til að taka í þessum kapítula að Bessastaður var langan tíma einstæðings jörð utan kirkjan þar átti tvö kot Bárugseyri lögbýlis jörð og Lambhús heimaland þar í túninu,
IP-SUB,skalholt,nar,1680,17,0.26,rel,44292,BEDI,,,,,,En í vikunni eftir Pálsmessu um veturinn þá höfuðsmaður reið suður um Nes og var búinn að skipa niður fólki og hann var kominn heim í veg inn til Kirkjubóls á Miðnesi og hann hafði verið þar nótt og um morguninn eftir þá hann sat undir borði þá komu xxx norðlenskir menn öllum ókunnugum því þeir höfðu hettur og stytt upp,
IP-SUB,vidalin,rel,1720,18,0.21,ser,44581,BEPI,,,,,,Og eru þó vesælingar að reikna hjá Nikodemo eg voga að segja,
IP-SUB,vidalin,rel,1720,18,0.21,ser,44861,BEPI,,,,,,Já svoddan auðlegð er hverju volæði argari svo það er kóngdómur að fara á vonar<dash/>völ alla ævi sína hjá svoddan ríkdómi,
IP-SUB,vidalin,rel,1720,18,0.21,ser,44896,BEPI,,,,,,það er ósiðsemi og ranglæti því það er að taka sinn rétt frá þeim sem æðri eru að svo miklu leyti sem þessum hégóma nemur,
IP-MAT,vidalin,rel,1720,18,0.21,ser,44918,BEPI,,,,,,Nú er það hér að segja að drottinn hefur ekki bannað að hafa indæli af sínum skepnum í réttan tíma og með hófi og siðsemi,
IP-SUB,vidalin,rel,1720,18,0.21,ser,45207,BEDI,1,,,,1,Orsökin til þessarar dýrmætu eftirlíkingar sem Jesús framsetur í þessu heilaga evangelio var sú að þegar hann var að heimboði með einum af fariseanna höfðingjum brauðs að neyta á þvottdegi þá var þar einn af borðgestunum er sagði Sæll er sá maður sem etur brauð í guðs ríki,"At a feast to eat bread, or at a feast eating bread. cf. The reason for this precious parable that Jesus presents in this holy gospel was that when he was at a feast with one of the Pharisee leaders to eat bread on the washing day"
IP-MAT,vidalin,rel,1720,18,0.21,ser,45305,BEPI,,,,,,en ekki er að furða börn mín þótt drottinn hryggðist í anda og talaði svo skorin ort til lærisveinanna hér um er hann sá þenna vesæling aðkomin himnaríkis dyrum falla þaðan aftur í satans net,
IP-MAT,vidalin,rel,1720,18,0.21,ser,45442,BEPI,,,,,,Það er dásamlegt að horfa á hina alvitru guðs ráðstöfun í sínu náðar ríki,
IP-MAT,vidalin,rel,1720,18,0.21,ser,45509,BEPI,,,,,,svo og er að óttast fyrir á þessum verstu og síðustu dögum að kristnin hverja guðs sonur hefur með sínu blóði afrekað hún megi verða kölluð lo rukhama eður náðarlaus og að margir hennar sýnilegir limir muni verða konungi myrkranna að bráð nema menn bæti sinn kristindóm og taki sér annað háttalag heldur en almennilega tíðkast,
IP-SUB,vidalin,rel,1720,18,0.21,ser,45635,BEPI,,,,,,Sjái nú þeir til sem ásetja að temja sér þvílíkt hugarfar allt fram í dauðann hvert þeir muni eiga hlut í þessari guðs gæsku um hverja eg læt nú að svo stöddu úttalað vera jafnvel þótt hún aldrei úttöluð verði eður nógliga prísuð um alla eilífð og vil svo koma til hins síðara er eg hér um að ræða,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,45640,BEDI,,,,,,Sá vitri maður Páll Jónsson Vídalín lögmaður var og að samanskrifa lífssögu forföður síns Guðbrands biskups,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,45799,BEPI,,,,,,og er vert að hrósa hans áræði og framkvæmd samt lærdómi og hugviti að hann ofan á aðra embættisfjölskyldu sína og margfalda mæðu tók fyrir sig þetta mikla og vandasama útleggingarverk að yfirskoða og endurbæta annara útleggingar samanbera og lesa sér hvað við þá þýsku biblíunnar útleggingu Doctoris Martini Lutheri hverri hann eftirfylgdi,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,45803,BEPI,,,,,,Og þó honum hafi hér og hvar svo miklu verki á stuttum tíma yfirsést svo sem einmana manni er ekki að undra þar hann braut fyrstur ísinn í þessu hafði ei heldur á þeim tímum og einna síst hér í landi þá commentarios eða hálærðra manna útleggingar og bækur yfir biblíuna sem nú eru útgengnar í öllum tungumálum,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,45853,BEDI,,,,,,Siðvani biskups var að halda árlega veislu heima á Hólum átta dag jóla,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,45911,BEDI,,,,,,Var honum tilsagt af regerandi herrunum að gefa sína undirrétting og vitnisburð um eitt og annað í þessum ágreinungum,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,46051,BEDI,,,,,,helsta iðja hans og yndi var að sjá um prentverk sitt að bæði væri það vandað og gengi vel fram,
IP-SUB,biskupasogur,nar,1725,18,0.26,rel,46068,BEPS,,,,,,Þó segir hann í formála fyrir framan fyrri sálmabók sína sér sé ei að eigna í henni nema mest tvo eður þrjá sálma,
IP-MAT,biskupasogur,nar,1725,18,0.26,rel,46310,BEDI,,,,,,en engelskum var fyrir$ boðið nærri landinu að liggja,
