label	subgenre	century	lexicaldiversity	genre	textid	treeid	text
IP-MAT	tra	17	0.23	bio	olafuregils	36953	Og nær því og jafnlega var það að minnast á það sem það hafði áður heyrt um þá sem herleiddir voru þó sumir væru um þetta þegjandi
IP-SUB	tra	17	0.23	bio	olafuregils	37168	En þeirra vinskap er svo háttað Vallenzku og Tyrkjanna að nær þeir eru búnir að kaupast við og eru komnir eina mílu út frá þeim illvirkjastað þá slá hvorir aðra í hel vægðarlaust
IP-MAT	tra	17	0.23	bio	olafuregils	37310	og þau eru svo að sjá sem þeir allra stærstu uxar svo að allri sköpun sem þeir furðanlega feit að sjá
IP-SUB	tra	17	0.23	bio	olafuregils	37390	og þá eg er að fá mat þá spyr mig einn af þeim skipherrum sá helzti hvað fyrir mann eg væri hvaðan eg væri að kominn og hvert eg ætlaði
IP-MAT	tra	17	0.23	bio	olafuregils	37463	Um þann stað Marsilien er það að segja að hann er byggður utan í kringum einn fjörð kringlóttan sem er svo mjór framan að eg meina hann ekki fulla 40 faðma yfir um fjarðarkjaftinn
IP-MAT	tra	17	0.23	bio	olafuregils	37470	Um klæðnað manna og kvenna í þeim stað er það að segja að það er með sama klæðadrakt og þeir í Italia
IP-SUB	tra	17	0.23	bio	olafuregils	37598	Þann 8. Aprilis fékk eg að sjá þann heyborna vorn allranáðugasta herra kóng Kristján Danmerkur og Noregs þann 4a með því nafni með því heiðursnafni og herratitli hver hjartans herra að er til að sjá lítillátur og hýr við sína undirgefna
IP-MAT	tra	17	0.23	bio	olafuregils	37620	Minn elskulegi lesari og góði vin það er mín sanninda meðkenning að eg vegna míns missis á kvinnu og börnum hvern að sjálfur guð græði þá kann ekki svo til þrautar um vorn náðuga herra kónginn prinsinn kóngsins son staðinn Kaupinhafn herrans þar prédikarana eður hvað annað sem mér þar fyrir augu og eyru kom svo að tala og skrifa sem eg vildi eður skyldi því að þann tíð sem eg kom í Danmörk og eg fékk að vita hversu hryggilega að til var gengið um stríð og orlog og svo þann missi sem kóngleg majestæt fengið hafði á krúnunnar eignum þá jukust að nýju mínir sorgardagar því að þá var sú mín von úti sem var að eg mundi þar nokkurn styrk fá að eg gæti keypt aftur konuna og börnin laus um hvað eg var þó í góðri von þangað til hvað og vel hefði mátt ske hefði allt vel til gengið fyrir vorum náðuga herra kóngi
IP-MAT	oth	17	0.23	rel	gerhard	37894	Þar af er að merkja að þær hafa áður verið uppskrifaðar í þeirri himnesku ráðstofunni það fyrst þær verða útdregnar eður að nýju útskafnar
IP-MAT	oth	17	0.23	rel	gerhard	37896	Þar af er að merkja að Guð lítur til syndanna og gefur gaum að þeim svo að hann straffi þær fyrir sínu augliti
IP-MAT	oth	17	0.23	rel	gerhard	37898	Þar af er að merkja að syndirnar snúa Guði frá mönnunum og skilja svo að Guð og menn
IP-MAT	oth	17	0.23	rel	gerhard	37906	Hér af er að merkja að vegna syndarinnar verða menn útskafnir af lífsbókinni
IP-MAT	oth	17	0.23	rel	gerhard	38259	en það straff er Guð búinn allareiðu að leggja upp á sinn hjartans son
IP-SUB	oth	17	0.23	rel	gerhard	38270	Sá sem nú lét sér vera umhugað um þig þegar þú varst enginn skyldi honum nú ekki vera um þig hugað þar hann er búinn að skapa þig eftir sinni eigin mynd ?
IP-SUB	oth	17	0.23	rel	gerhard	38302	Hvað er það að faðirinn skyldi ekki veita syninum þar hann er búinn að meðtaka af honum svo mikið verð fyrir vora sáluhjálp svo sem faðirinn hefur látið sér vel lynda og líka ?
IP-SUB	sag	17	0.21	nar	illugi	38454	En er menn voru um þetta að ræða var hurðar kvatt og þó heldur mikilfengliga
IP-MAT	sag	17	0.21	nar	illugi	38682	En frá útferð þeirra er það að segja að þá þeir lögðu út og voru komnir í haf um það skeið er þeir misstu sýn af landi fengu þeir þokur óþrotligar er eigi þvarr á mörgum dægrum
IP-MAT	sag	17	0.21	nar	illugi	39069	En það er frá Tjösni að segja að hann kvaðst fara mundu að eyðileggja kvikendi þau er komið hefðu þar á land með Illuga
IP-MAT	sag	17	0.21	nar	illugi	39125	En það er frá Illuga að segja að þegar hann kemur inn tvíhendir hann atgeirinn á Tjösni miðjan
IP-MAT	sag	17	0.21	nar	illugi	39167	Nú er að segja af Illuga að hann sækir að Skrýmni með mikilli hugprýði
IP-MAT	sag	17	0.21	nar	illugi	39384	Það er frá Hjaranda að segja að hann litast um á landið upp
IP-MAT	sag	17	0.21	nar	illugi	39399	Nú er að segja af Hjaranda að hann heldur að landi með fimmtigi manna
IP-SUB	sag	17	0.21	nar	illugi	39431	Þegar Illugi sér að engi kostur var að ná skipi Hjaranda og eigi varð þaðan komist sjóleið á brott segir hann þann einn kost fyrir höndum liggja að leggja á Hlymrekaheiðar
IP-MAT	sag	17	0.21	nar	illugi	39442	Var hún eigi látin bera
IP-MAT	sag	17	0.21	nar	illugi	39455	Var svo að heyra sem tjaldið félli af höggi
IP-MAT	sag	17	0.21	nar	illugi	39585	Nú er frá því að segja að þann sjötta morgun er þau vakna í tjaldi sínu varp Kaðlín mæðiliga öndinni og mælti við Illuga Þungliga hafa mér draumar fallið í nótt
IP-MAT	sag	17	0.21	nar	illugi	39805	og eru þar að sundra þýfið
IP-SUB	sag	17	0.21	nar	illugi	40059	En það var á þann hátt að tekið er að grafa í jörð niður inn undir virkið
IP-MAT	sag	17	0.21	nar	illugi	40142	Það var áform þeirra að komast austur yfir Hlymrekaheiðar til aðseturs Konáls konungs föður Kaðlínar
IP-MAT	sag	17	0.21	nar	illugi	40259	Nú er að segja frá þeim Ara og Ótrygg að lið þeirra barðist harðfengiliga
IP-MAT	sag	17	0.21	nar	illugi	40268	En af Ara er það að segja að hann var óvígur af mæði og fellur þar eftir í óvit
IP-SUB	aut	17	0.28	bio	pislarsaga	40365	En er ég var til sængur kominn og sofnaður kom eftir miðnætti yfir mig í rúminu einn djöfuls andi sem plagaði mig líkavel vakandi og var að finna ofan á fótunum á mér eins og mús eða valska svo ég mátti með öngvu móti svefns njóta eins og mig hafði skeð fyrir sjö eða átta árum fyrri hver djöfulskapur mig þvingaði þá ekki utan á næturnar og þó eigi hverja nótt heldur öðru hverju
IP-SUB	aut	17	0.28	bio	pislarsaga	40402	Þegar ég var nú búinn að tala við Jón yngra úti kom ég inn aftur í kirkjuna
IP-SUB	aut	17	0.28	bio	pislarsaga	40423	Jafnsnart sem ég var nú tekinn til að snúa mínu hjarta til Guðs með bænakallinu stökk eins og hundur upp í rúmið og fyrst ofan á fæturnar og síðan yfir allan minn líkama með grimmilegri ógn og skelfing
IP-SUB	aut	17	0.28	bio	pislarsaga	40483	Og ekki varð mönnum að ráði hverki á sjóinn að róa né þeirrar bjargar sér að leita því rænuleysi og svo sem fásinna lá á flestum af slíkri kynngi svo að ég sá að hvert mannsbarn mundi héðan fara því að um líf og velferð var að tefla sem komin voru í mesta háska
IP-SUB	aut	17	0.28	bio	pislarsaga	40509	En sem ég stóð í prédikunarstólnum að tala Guðs orð fyrir söfnuðinum formerkti ég að til var ætlað að svipta mig rænu og forstandi sem kallaður er æðigaldur svo ég skyldi aldeilis vitið missa
IP-SUB	aut	17	0.28	bio	pislarsaga	40540	En er þeir voru að beita lóðir við naustið urðu þeir varir við stóran óhreinleik
IP-SUB	aut	17	0.28	bio	pislarsaga	40559	Þar um mun sá frómi mann Jón Ólafsson sem kenndur er við þá austindíansku reisu ennnú að ég vona minnast og til ranka sem með mínu heimafólki lá upp yfir mér þá mér gagnaðist ekki í rúminu að liggja sem ég var vanur þá að láta fyrirberast
IP-SUB	aut	17	0.28	bio	pislarsaga	40590	Við soddan eið og hræðileg formæli blygðuðust velflestir því það var ofbjóðlegt uppá að heyra
IP-SUB	aut	17	0.28	bio	pislarsaga	40600	Ekki fornam ég heldur að nokkur maður tæki eftir því né bannaði hönum soddan kapp og fylgi í svo vondu máli né heldur meinaði þeim feðgum við neinn mann að tala hverki hátt né í hljóði svo sem mér var fyrirboðið að tala við Björn í Engidal
IP-SUB	tra	17	0.23	bio	indiafari	40721	og hrósaði því mjög og Týhússins yfirvöldum einkum meistara Hannesi sá eð var í þann tíma týmeistari og kóngsins byssuskyttur yfir settur ásamt týjunkurnum sem Adolph Fridericus Grabov hét og þá var nýlega kominn frá landi Holsten og stóð þar nálægt er við Rasmus vorum um greint efni að samræða
IP-MAT	tra	17	0.23	bio	indiafari	40815	og voru að spássera þar um grundirnar sem bændurnir skyldu fram um fara þeir eð áttu heima uppá landsbyggðinni og tvisvar í hverri viku komu í borgina upp á torgið með allra handa sem af bóndabyggðinni plagast að flytja í kaupstaðina sem er rúg maltrúg bygg þríslags grjón hveiti humal hunang smjör ost svín gæsir andir og margslags fisk úr ferskum vötnum
IP-SUB	tra	17	0.23	bio	indiafari	40828	Item bar svo við einn tíma að smápiltar þeir eð gengu í þann danska skóla voru að leika sér við ráðhúsmúrinn með sínum pungum um það bil að klukkan var fjögur það er stund af nóni og voru nýkomnir út af skólaherberginum að tveimur af þessum unglingum bar til þrætu
IP-SUB	tra	17	0.23	bio	indiafari	40944	Kóngur kvað honum annað nauðsynlegra vera en um það að biðja sem væri að biðja Guð um það að henti aldrei slík ólukka sem hans bróðir
IP-MAT	tra	17	0.23	bio	indiafari	40974	Um kvöldið var við lokið að flytja til skips hvað við þurfti
IP-SUB	tra	17	0.23	bio	indiafari	40982	Hann sjálfur kóngurinn ásamt öllum honum þénandi sem var kapteinar skipherrar byssuskyttur bátsmenn timburmenn og hofþénarar sem þar daglega við voru í hálfan mánað skipið aftur að viðrétta hvað og skeði með stórum erfiðismunum
IP-MAT	tra	17	0.23	bio	indiafari	41084	Þessi Jón sem silfrinu hafði úthellt var upphvattur þenna leik að hefja
IP-MAT	tra	17	0.23	bio	indiafari	41178	og var þeim tilsagt mér að undirvísa í einu og öðru sem stykkjunum og Týhússins höndlan við kæmi
IP-SUB	tra	17	0.23	bio	indiafari	41195	Svo bar til einn tíma er ég var nýlega skrifaður við Týhúsið vakt að halda og ég var genginn vestur yfir brúna frá portinu af minni vakt að einn maður og einn byssuskytter að nafni Pétur Drageyri bauð mér í þann kjallara sem var gagnvart brúnni og kallaðist Kristínar Doktors kjallari að drekka eitt glas öls
IP-MAT	tra	17	0.23	bio	indiafari	41263	Nú er að víkja aftur til Péturs Drageyrar er mér á deginum fyrir bauð í kjallarann til veislu
IP-SUB	tra	17	0.23	bio	indiafari	41282	Með því að þessi maður var stundum glettinn hafði hann einn tíma með kerskni gripið sinni hendi upp undir hennar klæði ofarlega þar hún var að sauma
IP-SUB	tra	17	0.23	bio	indiafari	41326	En skömmu seinna kom hann mér óvitanlega er ég var að uppljúka dyrum þar nálægt
IP-SUB	tra	17	0.23	bio	indiafari	41369	Item einn tíma eitt kvöld er ég sat í húsi þess manns er Sveinn hét og þrír menn aðrir og vorum að spila varð slegið með steini á þann fjalarhlemm er um nætur til hlífðar við glergluggana verður uppdreginn svo glerið fauk um vor andlit þar vér sátum við borðið
IP-MAT	tra	17	0.23	bio	indiafari	41396	Nú er þar frá að segja að skútumaðurinn vaknar sem lá aftur í sinni káhyttu
IP-MAT	tra	17	0.23	bio	indiafari	41505	Nú er ég að tala um höndlan og háttalag Týhússins og hvað þar við bar hið sérlegasta af mörgu
IP-MAT	tra	17	0.23	bio	indiafari	41524	Nú er það til máls að taka að þessir tveir vínsveinar tóku þennan skútumann ofan í þann vínkjallara er í garðinum var hvar þeir daglega voru í tveggja tunnu föt það vín að inntappa er til þeirrar fyrstu reisu að Indíen var ætlað og þá var í búningi 1618-1618
IP-SUB	tra	17	0.23	bio	indiafari	41524	Nú er það til máls að taka að þessir tveir vínsveinar tóku þennan skútumann ofan í þann vínkjallara er í garðinum var hvar þeir daglega voru í tveggja tunnu föt það vín að inntappa er til þeirrar fyrstu reisu að Indíen var ætlað og þá var í búningi 1618-1618
IP-MAT	tra	17	0.23	bio	indiafari	41589	En kopar eða það sem til formsins var ætlað var í deigluketilinn sem var innmúraður um kvöldið fyrir miðjan aftan í látið að smeltast og undir eldur kveiktur
IP-MAT	tra	17	0.23	bio	indiafari	41636	Það var að líta sem hann væri að krumla með klóm og hrífa að sér
IP-MAT	tra	17	0.23	bio	indiafari	41872	og var ég í þá bók að horfa sem Sá andlegi herradagur nefndist
IP-MAT	tra	17	0.23	bio	indiafari	41913	Nú er þar aftur til að víkja er ég nú frá veik þar öll vaktin við Rauðuport á tilsettum tíma er fyrr var greint saman safnast í því vakthúsi er þar stóð biðu þess tíma er vaktin skyldi uppþrekkjast
IP-SUB	tra	17	0.23	bio	indiafari	41978	Svo bar við einn tíma er mér féll sú fyrsta vakt til um kvöldið sem voru tvær klukkustundir í senn að vaktmeistarinn Kaspar sendi boð til mín eftir það hann var búinn að læsa slotsportinu að ég gengi af skildbekknum heim til hans hvað þó ei plagaðist tíðum og setti þann í staðinn í mína vakt sem sendur var
IP-MAT	fic	17	0.26	nar	armann	42294	og er ekki vinningur því aftur að ná
IP-SUB	fic	17	0.26	nar	armann	42342	og stóð föllin af sér þar til um síðir að Flórsokka gat mætt hann so hönum var búið að springa
IP-MAT	oth	17	0.39	bio	magnus	43085	og það var siðvenja presta í þær mundir að geyma í altari kirkjunnar sínar aðkvæðabækur
IP-MAT	fic	17	0.34	nar	modars	43372	Nú er að segja frá Depilrössu og hennar jólahaldi
IP-MAT	fic	17	0.34	nar	modars	43429	En það er af henni að segja að í þessu fjúki hitti hún fyrir sér einn klett
IP-MAT	fic	17	0.34	nar	modars	43523	og er þær komu að Glaumbæ var verið að syngja útgöngusálminn
IP-MAT	fic	17	0.34	nar	modars	43600	Síðan var gesturinn látinn innkoma
IP-SUB	rel	17	0.26	nar	skalholt	43747	Þá búið var að að brenna féll í ösku
IP-MAT	rel	17	0.26	nar	skalholt	43756	Þar er fyrst til að taka í þessum kapítula að Bessastaður var langan tíma einstæðings jörð utan kirkjan þar átti tvö kot Bárugseyri lögbýlis jörð og Lambhús heimaland þar í túninu
IP-SUB	rel	17	0.26	nar	skalholt	44292	En í vikunni eftir Pálsmessu um veturinn þá höfuðsmaður reið suður um Nes og var búinn að skipa niður fólki og hann var kominn heim í veg inn til Kirkjubóls á Miðnesi og hann hafði verið þar nótt og um morguninn eftir þá hann sat undir borði þá komu xxx norðlenskir menn öllum ókunnugum því þeir höfðu hettur og stytt upp
IP-SUB	ser	18	0.21	rel	vidalin	44581	Og eru þó vesælingar að reikna hjá Nikodemo eg voga að segja
IP-SUB	ser	18	0.21	rel	vidalin	44861	Já svoddan auðlegð er hverju volæði argari svo það er kóngdómur að fara á vonar<dash/>völ alla ævi sína hjá svoddan ríkdómi
IP-SUB	ser	18	0.21	rel	vidalin	44896	það er ósiðsemi og ranglæti því það er að taka sinn rétt frá þeim sem æðri eru að svo miklu leyti sem þessum hégóma nemur
IP-MAT	ser	18	0.21	rel	vidalin	44918	Nú er það hér að segja að drottinn hefur ekki bannað að hafa indæli af sínum skepnum í réttan tíma og með hófi og siðsemi
IP-SUB	ser	18	0.21	rel	vidalin	45207	Orsökin til þessarar dýrmætu eftirlíkingar sem Jesús framsetur í þessu heilaga evangelio var sú að þegar hann var að heimboði með einum af fariseanna höfðingjum brauðs að neyta á þvottdegi þá var þar einn af borðgestunum er sagði Sæll er sá maður sem etur brauð í guðs ríki
IP-MAT	ser	18	0.21	rel	vidalin	45305	en ekki er að furða börn mín þótt drottinn hryggðist í anda og talaði svo skorin ort til lærisveinanna hér um er hann sá þenna vesæling aðkomin himnaríkis dyrum falla þaðan aftur í satans net
IP-MAT	ser	18	0.21	rel	vidalin	45442	Það er dásamlegt að horfa á hina alvitru guðs ráðstöfun í sínu náðar ríki
IP-MAT	ser	18	0.21	rel	vidalin	45509	svo og er að óttast fyrir á þessum verstu og síðustu dögum að kristnin hverja guðs sonur hefur með sínu blóði afrekað hún megi verða kölluð lo rukhama eður náðarlaus og að margir hennar sýnilegir limir muni verða konungi myrkranna að bráð nema menn bæti sinn kristindóm og taki sér annað háttalag heldur en almennilega tíðkast
IP-SUB	ser	18	0.21	rel	vidalin	45635	Sjái nú þeir til sem ásetja að temja sér þvílíkt hugarfar allt fram í dauðann hvert þeir muni eiga hlut í þessari guðs gæsku um hverja eg læt nú að svo stöddu úttalað vera jafnvel þótt hún aldrei úttöluð verði eður nógliga prísuð um alla eilífð og vil svo koma til hins síðara er eg hér um að ræða
IP-MAT	rel	18	0.26	nar	biskupasogur	45640	Sá vitri maður Páll Jónsson Vídalín lögmaður var og að samanskrifa lífssögu forföður síns Guðbrands biskups
IP-MAT	rel	18	0.26	nar	biskupasogur	45799	og er vert að hrósa hans áræði og framkvæmd samt lærdómi og hugviti að hann ofan á aðra embættisfjölskyldu sína og margfalda mæðu tók fyrir sig þetta mikla og vandasama útleggingarverk að yfirskoða og endurbæta annara útleggingar samanbera og lesa sér hvað við þá þýsku biblíunnar útleggingu Doctoris Martini Lutheri hverri hann eftirfylgdi
IP-MAT	rel	18	0.26	nar	biskupasogur	45803	Og þó honum hafi hér og hvar svo miklu verki á stuttum tíma yfirsést svo sem einmana manni er ekki að undra þar hann braut fyrstur ísinn í þessu hafði ei heldur á þeim tímum og einna síst hér í landi þá commentarios eða hálærðra manna útleggingar og bækur yfir biblíuna sem nú eru útgengnar í öllum tungumálum
IP-MAT	rel	18	0.26	nar	biskupasogur	45853	Siðvani biskups var að halda árlega veislu heima á Hólum átta dag jóla
IP-MAT	rel	18	0.26	nar	biskupasogur	45911	Var honum tilsagt af regerandi herrunum að gefa sína undirrétting og vitnisburð um eitt og annað í þessum ágreinungum
IP-MAT	rel	18	0.26	nar	biskupasogur	46051	helsta iðja hans og yndi var að sjá um prentverk sitt að bæði væri það vandað og gengi vel fram
IP-SUB	rel	18	0.26	nar	biskupasogur	46068	Þó segir hann í formála fyrir framan fyrri sálmabók sína sér sé ei að eigna í henni nema mest tvo eður þrjá sálma
IP-MAT	rel	18	0.26	nar	biskupasogur	46310	en engelskum var fyrir$ boðið nærri landinu að liggja
IP-SUB	rel	18	0.26	nar	biskupasogur	46375	Anno 1649-1649 kom snemma um vorið hingað í Seyluna danskt skip með kongs Friederiks 3. bréfi sem á fyrirfarandi ári varð kongur í stað síns föður þess háloflega kongs Christians 4. sem og með bréf höfuðsmannsins yfir Íslandi Henrichs Bjelkes þess innihalds að allir landsins innbyggjendur skyldu á næstkomandi alþingi sverja konginum trúskapseið og voru sérdeilis þangað skikkaðir að koma báðir biskuparnir allir prófastar 12 prestar úr Skálholtsstifti og 6 prestar úr Hólastifti lögmennirnir báðir sýslumenn allir 2 lögréttumenn og 2 lögskilabændur úr hverri sýslu og einn úr Vestmannaeyjum
IP-MAT	rel	18	0.26	nar	biskupasogur	46582	því var öllum skikkað að koma suður til Bessastaða á þann 26. Julii
IP-SUB	rel	18	0.26	nar	biskupasogur	46594	en telja á stór vandkvæði landsins stóru fáttækt og upp á fallin harðindi með öðru fleira því sjái þeir til engin meðul því varla finnist hér í öllu landinu 10 eða 12 persónur hverra eign og formegun kunni að ná til 5000-5000 eður 6000-6000 dala af hverra ágóða allt sé að taka til forsorgunnar kostnaðar og útgifta svo þó þeir gangi sér hið næsta samt kunni tillagið lítið hlaupa yfir 1000-1000 ríxdali
IP-SUB	fic	18	0.26	nar	klim	46762	En þá ég var að bera mig að því gaf þetta tré hljóð af sér sem að sönnu var lágt en þó gegnumþrengjandi líkt sem raust reiðrar konu
IP-MAT	fic	18	0.26	nar	klim	46767	Og er ekki af að segia hvað fyrir fugl og trufl allt þetta orsakaði í mínu geði og hversu ég varð frá mér numinn við þetta kukl
IP-MAT	fic	18	0.26	nar	klim	46786	Þar voru ei alleina forkostulegar byggingar að sjá
IP-SUB	fic	18	0.26	nar	klim	46852	Þá hún var þannin búin að útrétta sitt erindi og hafði skoðað blóðið þegjandi og forundrandi gekk hún aftur sinn veg í burt
IP-SUB	fic	18	0.26	nar	klim	46854	En eftir það ég var búinn að læra undirjarðarmálið og allt var búið að segja mér þá snerist allt mitt forakt í forundran
IP-SUB	fic	18	0.26	nar	klim	46854	En eftir það ég var búinn að læra undirjarðarmálið og allt var búið að segja mér þá snerist allt mitt forakt í forundran
IP-SUB	fic	18	0.26	nar	klim	46882	Þá furstinn hefur fengið þessa uppteiknan þá skipar hann altíð að skrifa nöfn kandídatanna í eina sérdeilis bók til þess að hann eigi gleymi heldur altíð líkt sem fyrir augum hafi þá sem verðugir séu að setjast á þá liðugu tignarstóla
IP-MAT	fic	18	0.26	nar	klim	46899	og væri vant að senda hann sem annan útlaga til firmamentisins þar eð öllum er viðtaka veitt án greinarmunar
IP-SUB	fic	18	0.26	nar	klim	46902	Allt þetta reyndi ég og aðgætti hið grandvarlegasta eftir það ég var búinn að nema undirheimamálið
IP-SUB	fic	18	0.26	nar	klim	46904	Og þó mér í fyrstunni virtust tré þessi yfrið heimsk og dárleg samt merkti ég þó brátt að hjá þeim var að finna nokkurn mannúðleika og þess vegna þyrfti ég ekkert hræddur að vera um líf mitt
IP-SUB	fic	18	0.26	nar	klim	46913	Eftir það ég var búinn að afleggja barnaskóna sem svo er kallað eður var orðinn fullnuma í undirheimamálinu kom ný skipan frá konungsgarðinum að mér skyldi meir kenna og inntaka mig í staðarins seminarium eður háskóla til ýmislegra kúnsta og embætta svo að þarverandi Karatti gætu rannsakað mínar sinnisgáfur og úrskurðað til hvers ég mundi best hæfur vera
IP-SUB	fic	18	0.26	nar	klim	46929	og lét allan rangan misþanka til mín fara þegar hún vissi þá réttu orsök var fyrir ég var dreginn undir dóm og það mig hafði prettað líking eikarinnar upp á hverjar vér erum vanir að klifrast á vorri jörðu
IP-SUB	fic	18	0.26	nar	klim	46977	Ég ansaði að þær væri yfir höfuð að segja stofnaðar um sérdeilis lærdómsríka athugaverða og nýstárlega hluti en sér í lagi þá sem höndluðu um dyggðir tungumál klæðaburð hjá þeim tveimur elstu þjóðum sem í norðurálfunni hefðu mest blómgast og því<dash/>um<dash/>líkt annað
IP-SUB	fic	18	0.26	nar	klim	46986	Já ein ráðsherra frú sem annars var vön að hlæja að hverjum hégómanum hló svo yfirmáta mikið að þessu þá hún það heyrði að öllum þörmum í hennar búk lá við spreng
IP-MAT	fic	18	0.26	nar	klim	46995	og er það þeirra verk að athuga hvert mælskumaðurinn hrósar allt of mikið þeim andvana eður þvert á móti niðrar honum of mikið
IP-SUB	fic	18	0.26	nar	klim	47035	Þá ég var búinn að lesa hann í gegnum gat ég alls engu orkað fyrir reiði og efasemd
IP-SUB	fic	18	0.26	nar	klim	47052	Ég skyldi nú athuga hversu öfundin væri vön að steypa þeim af stóli sem lukkan hefði upphafið á þann hæsta tignarinnar tind því öll tign væri hégómleg og forgengileg Því þess hærra sem maður klifraðist þess dýpra dytti hann niður og því meiri auðæfum og ríkdómi sem safnað væri því sárara tæki mann þeirra töpun á eftir einkum ef það skeði skjótt og voveiflega
IP-SUB	fic	18	0.26	nar	klim	47065	en fyrir því hann orkaði ei að ganga sökum elliburða þá reið hann uxa Því hér er ei venja að ferðast á vagni
IP-SUB	fic	18	0.26	nar	klim	47079	Meðan reisan varaði sá ég að innbyggjendur þessa átthaga voru svo ákafir í sinni vinnu að enginn hætti við hana eður leit út af sökum þeirra er fram hjá gengu þó það væri þar nokkuð óvenjulegt að sjá einn mann
IP-SUB	fic	18	0.26	nar	klim	47109	Vegvísarinn vor eður Karattinn sem hingað hafði fært oss bauð að vér skyldum dvelja hér um kyrrt inn til þess hann væri búinn að láta furstann vita að vér komnir værum
IP-MAT	fic	18	0.26	nar	klim	47182	en svo lengi var hann að skilja hvern einn hlut að hann bað sér um hálfs mánaðar frest í það minnsta til að gjöra þann lítilvægasta úrskurð
IP-SUB	fic	18	0.26	nar	klim	47184	en þá hann var búinn sem grandvarlegast að yfirvega það sem honum hafði einu sinni skilist og úrskurðaði ekkert fyrr en hann hafði sem fyllilegast yfirvegað það þá mátti með öllum rétti um hann segja að hann hefði meira sýslað en tíu aðrir sem útrétta sín verkefni fljótt og hratt og almennt plaga að kallast þeir miklu andar
IP-SUB	fic	18	0.26	nar	klim	47201	og þá hann var búinn að lesa hann sá hann mig til fótanna
IP-SUB	fic	18	0.26	nar	klim	47221	Þá nú búið var að tilkynna mér allt þetta var kallað á einhvern kiva eður sekretera sem mig skyldi teikna ásamt öðrum nýkomnum candidatis í þá bók sem í voru rituð nöfn þeirra sem verðugir voru að setjast til embætta
IP-SUB	fic	18	0.26	nar	klim	47233	og þó ég væri gjörsamlega þreyttur gat ég þó ei sofið mest alla þá nótt því ég gat ei slitið úr mínum þanka það hið ósæmilega embætti sem mér var búið að veita
IP-MAT	fic	18	0.26	nar	klim	47274	En þenna kátlega vitnisburð var svo að skilja
IP-MAT	fic	18	0.26	nar	klim	47275	Meðal þeirra dyggða sem mest prýða hvern skólakennanda er helst að telja þolinmæðina því sé hann ei gæddur með stálhörðu þollyndi þá útréttir hann alllítið með öllum sínum lærdómi í sínu skólaembætti sem forstandast á fyrir utan of mikla freku heift harðúð og stríðlyndi að það ei upperti geðsmuni lærisveinanna með óvægri barsmíði
IP-SUB	fic	18	0.26	nar	klim	47414	Er það svo þeirra meining að það er ei einasta óþarft heldur og mjög skaðlegt að þvinga þá lötu í guðsþjónustunni til að vera frómir og góðir
IP-SUB	fic	18	0.26	nar	klim	47471	og lét leggja sér band um hálsinn á meðan var verið að ráðslaga um þetta
IP-MAT	fic	18	0.26	nar	klim	47508	Þar fyrir er nú ei fremur að finna nokkra röð á virðingarsætum né titlum í því heila furstadæmi
IP-MAT	fic	18	0.26	nar	klim	47537	Þó er hér þess að gæta að ei orkar getnaður margra barna alleina að nokkur fái þann tignartitil að heita mikill heldur heyrir þar til að börnin séu uppalinn ærlega og heiðarlega
IP-SUB	fic	18	0.26	nar	klim	47549	En það er sér í lagi athuga vert að engum manni er lofað að búa í nokkurri borg eður þorpi ef hann getur ei framvísað vitnisburð um góða hegðan sína frá þeim stað sem hann hefur áður þangað til í lifað oc setur borgun að hann ætli einnin að lifa hér framvegis ærlega og dándimannlega
IP-SUB	fic	18	0.26	nar	klim	47550	Enginn má undir lífsstraff voga að gjöra útleggingar yfir það lögmál sem einu sinni er opinberlega búið að staðfesta svo sjálfræðinu eru meiri skorður settar í veraldlegum efnum en í þeim andlegu
IP-SUB	fic	18	0.26	nar	klim	47584	heldur á maður að láta sinn úrskurð bíða þangað til að maður er fyrst búinn að gegnumskoða og rannsaka hlutinn rétt innvirðulega
IP-MAT	fic	18	0.26	nar	klim	47612	11. Engum sé liðið að ganga fram í iðjuleysi því letingjar eru föðurlandinu til þyngsla
IP-MAT	sag	18	0.22	nar	fimmbraedra	47828	Nú er að segja af Desilíusi
IP-SUB	sag	18	0.22	nar	fimmbraedra	48421	Gyðingar sóttu og mikið eftir að plægja þá í öllum kaupum og sölum svo þá þeir voru búnir að dvelja þar hálft annað ár var uppgenginn mesti partur þeirra fjármuna því kennsla þeirra og forsorgun varð þeim mjög dýr svo jarlsson tók nú að iðrast eftir að hann hafði gefið sig á þeirra vald því hann þóttist sjá að nær þeir væru félausir orðnir mundu gyðingar selja þá í þrældóm því þó þeir tækju þeirra trú mundu þeir aldrei taka þá í þeirra kynkvíslatölu og yrðu þeir því að vera sem útlendingar meðal þeirra alla ævi
IP-SUB	sag	18	0.22	nar	fimmbraedra	48640	Innti hann honum síðan allt samtal þeirra bræðra og þar með skipun föður síns og að hver þeirra bræðra væru nú að reyna hversu lukkudrjúg honum yrðu þau trúarbrögð sem hann hafði sér útvalið
IP-SUB	sag	18	0.22	nar	fimmbraedra	48654	Kom hann þá þar að er tólf menn voru að byggja einn stólpa af múr og marmara
IP-SUB	aut	18	0.24	bio	jonsteingrims	49443	og lá við um heyið sjálft er búið var að hirða
