label	century	genre	year	textid	treeid	text
IP-SUB	18	nar	1790	fimmbraedra	48414	Patríarkinn kvað þetta vel stofnað en hans áform útheimta langan tíma til framkvæmdar því fyrst yrði guð ekki réttilega dýrkaður né tilbeðinn nema á ebresku tungumáli svo yrðu þeir allir að læra vel ebreskuna og nær þeir væru búnir að því yrðu þeir að iðka og yfirfara lögmálið og Móisesbækurnar líka spámennina og Davíðssálma
IP-SUB	18	nar	1790	fimmbraedra	48421	Gyðingar sóttu og mikið eftir að plægja þá í öllum kaupum og sölum svo þá þeir voru búnir að dvelja þar hálft annað ár var uppgenginn mesti partur þeirra fjármuna því kennsla þeirra og forsorgun varð þeim mjög dýr svo jarlsson tók nú að iðrast eftir að hann hafði gefið sig á þeirra vald því hann þóttist sjá að nær þeir væru félausir orðnir mundu gyðingar selja þá í þrældóm því þó þeir tækju þeirra trú mundu þeir aldrei taka þá í þeirra kynkvíslatölu og yrðu þeir því að vera sem útlendingar meðal þeirra alla ævi
IP-MAT	18	nar	1790	fimmbraedra	48917	Voru nú búin sextán skip úr landi með tíu þúsund hermanna
IP-MAT	18	nar	1790	fimmbraedra	49187	Nú var búist við brúðkaupi Abels og boðið öllu stórmenni vígslan gjörð og veislan haldin með rausn og gleði heila viku
IP-MAT	18	bio	1791	jonsteingrims	49228	Og þá eg og lagsmaður minn vildum léttan á leggja vorum við búnir með mælir vorn um miðmunda og nónbil
IP-SUB	18	bio	1791	jonsteingrims	49443	og lá við um heyið sjálft er búið var að hirða
IP-SUB	18	bio	1791	jonsteingrims	49504	Hann hélt manni mínum svo lengi hjá sér þar til búin voru leynibréf er hann sendi með honum fyrir mág sinn síra Jón MS:Vídaín Vídalín hvor eð fékk það kall en naut þess ei lengur en 4 ár þá þau dóu þar bæði
IP-SUB	18	bio	1791	jonsteingrims	49515	Nær eg skyldi hvílast og búið var að draga af mér stígvélin dregur hún af mér sokkana sjálf
IP-MAT	18	bio	1791	jonsteingrims	49691	Vorum við búnir að öllu þessu áður dagur rann upp
IP-MAT	18	bio	1791	jonsteingrims	49761	og erum búnir þá hyskið fer á fætur
IP-MAT	18	bio	1791	jonsteingrims	50041	En allan þann kostnað var eg búinn að uppvinna og betur til á 4 árum þar eftir
IP-SUB	18	bio	1791	jonsteingrims	50092	Nú vildi svo til eitt sinn er hann kom vestan undan fjöllum lítt gáður að hann tók sér náttstað á Hvoli hjá einnri ekkju sem hét Steinunn Runólfsdóttir prófasti áður kunnug því foreldrar hennar höfðu búið á Þverá á Síðu hvar prófastur fyrrmeir þá hann var í skóla hafði oft gist með öðrum skólapiltum
IP-MAT	18	bio	1791	jonsteingrims	50219	Var þó búinn svo að forbetra og byggja jörðina Hellur að ei ætlaði þaðan auðveldlega að fara
IP-SUB	18	bio	1791	jonsteingrims	50387	Stóðst á að eg var búinn með prédikunina
IP-SUB	18	bio	1791	jonsteingrims	50410	Þessu mínu loforði við hans guðdómlegu hátign gleymdi eg æ því miður hvar fyrir einn fagran hvítasunnuhátíðisdag á Sólheimum þá þar var fjöldi fyrir utan sóknarfólkið samankominn tók guð svo frá mér allt minni í prédikunarstólnum þá eg var búinn með exordíum að eg mundi ei nokkurt orð af því framflytja ætlaði og eg gagnkunni
IP-SUB	18	bio	1791	jonsteingrims	50634	Það kom og fyrir dag sem þeir höfðu tilbúið um nóttina er guð gjörði þó að öngvu
IP-MAT	18	bio	1791	jonsteingrims	50656	Mr. Jón MS:Schevng Scheving bróðir hans var þá og búinn að gefa sig í soldátastétt svo hér bættist eitt á annað
IP-SUB	19	nar	1830	hellismenn	51268	Þeir Hellismenn höfðu grjótið gnógt í virkinu því þegar vóru þeir búnir til varnar
IP-SUB	19	nar	1830	hellismenn	52132	Hafði hann þá svo til stillt að Þrándur var búinn til byrjar og lét í haf
IP-SUB	19	sci	1835	jonasedli	52276	og væri búinn til brunnur eða málmgrafir opnaðar í fjöllunum létu jarðfræðingarnir sig aldrei vanta til að vera við og gefa gætur að því sem upp kæmi
IP-SUB	19	sci	1835	jonasedli	52287	Margt er það líka sem enn er óljóst í ævisögu jarðarinnar því þessi vísindagrein er enn þá mjög í bernsku og fer þessi árin svo óðum fram að varla mun líða langt um áður en hún verði búin að fá annað fegra útlit
IP-MAT	19	nar	1850	piltur	52404	þar hafði hreppstjóri Bjarni búið allan sinn búskap
IP-SUB	19	nar	1850	piltur	52880	Eftir að búið var að kveikja og borða minntist Sigríður á hvort ekki ætti að fara að spila
IP-MAT	19	nar	1850	piltur	53115	Vinátta sú og ylur sem verið hafði með þeim á meðan þau voru börn var nú búinn að taka aðra stefnu í hjörtum þeirra og snúinn í heita og einlæga ást er þau báru hvort til annars
IP-MAT	19	nar	1850	piltur	53176	eru þær Sigríður og Grána þá búnar að færa leikinn út í mitt túnið
IP-SUB	19	nar	1850	piltur	53496	Ég vildi helst að þú værir búinn að taka við því öllu saman og ég mætti hírast hérna í kofunum hafa skemmugreyið mitt út af fyrir mig nokkrar kindur í heyjum og afgjaldið af þessum fáu jarðaskikum
IP-SUB	19	nar	1850	piltur	53662	Um það leyti sem Guðmundur var búinn að drekka kaffið víkur Ingveldur talinu til Bárðar
IP-MAT	19	rel	1859	hugvekjur	53761	Jesús var nú búinn að skipa hið heilaga kvöldmáltíðar<dash/>sakrament og búinn að kveðja lærisveina sína með þeirri guðdómlegu skilnaðarræðu sem lesa má hjá Jóhannesi guðspjallamanni í 15.<dash/>17. kapít.
IP-MAT	19	rel	1859	hugvekjur	53762	hann var búinn að biðjast fyrir með þeim og biðja fyrir þeim
IP-MAT	19	rel	1859	hugvekjur	53995	hann var nú búinn að vekja lærisveina sína með þessum orðum
IP-MAT	19	rel	1859	hugvekjur	54033	og alltaf er oss hrösun búin
IP-SUB	19	rel	1859	hugvekjur	54182	En þegar hann er búinn að reka Jesú úr hjarta sínu þá brýst þar inn flokkur óhreinna anda og syndsamlegra girnda sem hrekja manninn á lastanna veg þangað til myrkranna vald hefir algjörlega fengið yfirráð yfir honum og hann verður syndarinnar þræll
IP-MAT	19	rel	1859	hugvekjur	54336	Ef vér sleppum árvekni og bænrækni úr huga vorum þá er oss búið fall og hrösun
IP-SUB	19	rel	1859	hugvekjur	54353	Enn fremur var það oftraust á sjálfum sér sem kom Pétri til að fylgja Jesú eftir að búið var að handataka hann jafnvel þó Jesús væri nýbúinn að vara hann með þessum orðum
IP-MAT	19	rel	1859	hugvekjur	54361	og fyrr en þig varir ert þú búinn að draga dám af þínum óguðlegu sessunautum
IP-SUB	19	rel	1859	hugvekjur	54633	Það lítur svo út af guðspjallasögunum að Júdas hafi ekki búist við því að Jesús mundi verða til dæmdur til dauða
IP-MAT	19	nar	1861	orrusta	55109	En þá var Marmier búinn að lóga hrútnum fyrir löngu því að hann gaf Lamartine hrútinn í sumargjöf
IP-MAT	19	nar	1861	orrusta	55375	Í þeim sal var morgunverður búinn keisarahjónunum
IP-SUB	19	nar	1861	orrusta	55451	og fer yður sem sumum þeim er alltaf lifa í fjárkláða og saltfiski svo að þegar þeim verður illt þá hugsa þeir að nú sé þeir búnir að fá fjárkláðann eður ef þeir tapa túmarki þá dettur þeim í hug að slíkt muni hafa áhrif á saltfiskinn
IP-MAT	19	nar	1861	orrusta	55879	en ég er búinn að drepa drauginn
IP-MAT	19	nar	1861	orrusta	56014	þar voru nýstárliga herbergi búin því að þar stóðu súlnaraðir úr jökli ofan úr Mundíafjöllum og skærar sem steinn sá er alabastur heitir
IP-SUB	19	nar	1861	orrusta	56512	Létti Metternich eigi fyrr en hann var búinn að ná upp úr Hjörleifi hverju einasta beini
IP-MAT	19	nar	1882	torfhildur	57119	Tignargestunum var þar búin virðuleg veizla nærri því eins mikilfengleg og brúðkaupsveizlan sjálf
IP-SUB	19	nar	1882	torfhildur	57559	Frá því að Daði kom í hópinn bolaði hann nær gjörsamlega Ólafi út því að jafnskjótt sem eitthvað var að reiðtygjum Vilborgar var Daði búinn að koma því í lag áður en Ólafur svo knár sem hann var var kominn af baki
IP-MAT	19	nar	1882	torfhildur	57622	Var oft búið að segja þeim að flytja inn
IP-SUB	19	nar	1882	torfhildur	57769	Það voru þeir sem voru nýkomnir í félagið og höfðu búizt við einhverri yfirnáttúrlegri sjón
IP-MAT	19	nar	1882	torfhildur	57991	Nú er ég búinn að ná knettinum fjórum sinnum hvað eftir annað en þú aldrei sagði drengurinn við systur sína um leið og hann kastaði honum til hennar í fimmta skipti
IP-SUB	19	nar	1883	voggur	58662	Og jafnlengi hafði hann raulað sömu vísuna með sama vísnalaginu fyrir munni sér þegar hann var búinn að pósta vatnið upp í föturnar sínar úr póstinum í Aðalstræti og var kominn á stað
IP-SUB	19	nar	1888	grimur	59054	þegar hún var búin að því fór hún upp í rúmið sitt aftur
IP-SUB	19	nar	1888	vordraumur	59448	Svo hafði verið sent eftir bestu vinkonu Bjargar sýslumannsekkjunni á Grund næsta bæ við Stað til þess að taka þátt í fögnuðinum yfir því að búið var að heimta Bjarna heilan heim eftir ferðavolkið
IP-SUB	19	nar	1888	vordraumur	59455	Á þetta féllust líka flestir nema Ingvar í Vík bróðir síra Þorvalds í Ási sem búinn var að sækja um Stað
IP-SUB	19	nar	1888	vordraumur	59477	Þegar hann var búinn að spyrja almæltra tíðinda úr höfuðstaðnum fór hann að ganga um gólf og tala um hvað veðráttan hefði lengst af verið köld um vorið og hvað lífshagur hér á landi væri kaldranalega eintrjáningslegur
IP-SUB	19	nar	1888	vordraumur	59482	hann sagði að þessi stirðleiki og framkvæmdardeyfð væri engu öðru að kenna en óánægjunni með allt og alla sem væri orðin eðli manna hér og væri komin af því að menntunin og menningin væri ekki búin að ryðja sér hér til rúms nema að hálfu leyti
IP-SUB	19	nar	1888	vordraumur	59538	og þegar hún var búin að syngja nokkur lög hætti hún að syngja
IP-SUB	19	nar	1888	vordraumur	59595	Þegar hún var búin að láta rennigluggatjaldið niður fór hún að afklæða sig
IP-SUB	19	nar	1888	vordraumur	59638	það væri ógnarhægt að tala um skyldurækt þegar aðrir væru búnir að búa manni lífshreiður svo maður þyrfti ekkert annað en að sitja þar eins og fugl á eggjum alla sína ævi og garga svo til vargsins fyrir utan sem annað hvort ætti ill hreiður eða engin Skyldurækt skyldurækt !
IP-MAT	19	nar	1888	vordraumur	59839	Hann var búinn að klæða sig
IP-SUB	19	nar	1888	vordraumur	59973	Hvað honum var rótt innanbrjósts eftir að hann var búinn að finna friðinn við sjálfan sig
IP-SUB	19	nar	1888	vordraumur	59974	Honum fannst allt gott og göfugt í sál sinni vakna til nýs lífs þegar hann var búinn að sigra allar þessar óhreinu æsingar sem hann hafði verið í seinasta sólarhringinn
IP-SUB	19	nar	1888	vordraumur	60015	Og þegar kjósandinn var búinn að kjósa Bjarna Sveinsson þá sló prófasturinn tvö strik í kross með bláa blýantinum yfir alla blaðsíðuna
IP-MAT	20	nar	1902	fossar	60237	hún hafði ekki búist við þeirri þolinmæði af Brandi
IP-SUB	20	nar	1902	fossar	60287	Þegar Brandur var búinn að borða fór Gróa líka að hjálpa Gunnari að koma erindinu fram
IP-SUB	20	nar	1902	fossar	60312	og Brandur gat ekki annað en hugsað að það ætlaði að verða sér nokkuð nærgöngult fólkið hennar Gróu og að hann hafði ekki búist við eins tíðum heimsóknum af því og raunin vildi verða á
IP-MAT	20	nar	1902	fossar	60336	við þessu hafði hún síst búist
IP-MAT	20	nar	1902	fossar	60360	Gunnar gat stutt búið betur en hann gerði
IP-MAT	20	nar	1902	fossar	60361	nú var búið að ferma yngstu börnin
IP-MAT	20	nar	1902	fossar	60389	Á Neðra<dash/>Fossi hafði aldrei í manna minni verið búið vel
IP-MAT	20	nar	1902	fossar	60408	Nú eru Efra<dash/>Fosshjónin búin að vera gift í sex ár
IP-MAT	20	nar	1902	fossar	60410	þau eru búin að reyna hjúskapinn og búskapinn
IP-MAT	20	nar	1902	fossar	60443	Hún var búin að læra að taka réttum tökum á honum þegar hún þurfti þess ef henni sýndist að koma sínu fram
IP-MAT	20	nar	1902	fossar	60647	Fólkið var búið að borða miðdegismatinn og farið að ýta flekkjunum heim að lambhúsahlöðunni
IP-SUB	20	nar	1902	fossar	60853	Það var í fyrsta skipti sem Gróa gat ekki dulist þess að sér gæti verið hætta búin
IP-MAT	20	nar	1902	fossar	60900	nú væri hann viðbúinn
IP-SUB	20	nar	1902	fossar	61185	en hann var hvorki nógu þrásækinn né lagsæll til að brjóta venjuna sem búin var að taka sér sæti á bak aftur eða ráð konu sem þekkti hann svo vel og kunni að taka tökunum á honum til þess að sigurinn yrði sér viss en hann tapaði
IP-MAT	20	nar	1902	fossar	61219	sjálfri var henni ekki hætta búin
IP-SUB	20	nar	1902	fossar	61303	Þegar Geirmundur var búinn að vera hálfan mánuð á Grund hljóp hann á sunnudagsmorguninn til að gæta að fjármennskunni og til þess líka að vita hvernig liði á bæjunum
IP-SUB	20	nar	1902	fossar	61534	hann var eins og flekkóttur kláðasauður innan um hvíta mjallfilda sauði líkur ref í lambahóp þeim sem rétt er búið að reka á afrétt
IP-SUB	20	nar	1902	fossar	61616	og þegar það var búið sneri hann að Gróu og samræðunum við hana
IP-MAT	20	nar	1902	fossar	61720	Þegar þeir voru komnir spölkorn suðureftir var vínið búið að vekja þá Brand og Geirmund
IP-MAT	20	nar	1902	fossar	61734	Þeir Brandur voru búnir að láta upp á einn hestinn sem hafði velt af sér þegar hin komu
IP-MAT	20	nar	1907	leysing	61924	Þeir höfðu búist við öðru og meira en þessu
IP-MAT	20	nar	1907	leysing	62053	Hann hafði búist við því að hann tæki þessum fréttum alt öðruvísi
IP-MAT	20	nar	1907	leysing	62055	Sjálfur var hann vel við því búinn
IP-MAT	20	nar	1907	leysing	62179	Nú var hún búin að koma sér upp ofurlítilli eyri fram í voginn
IP-MAT	20	nar	1907	leysing	62186	Það var ekki búið að tala um það nema í fimmtíu ár !
IP-MAT	20	nar	1907	leysing	62199	Þar sem bryggjurnar voru var búið að jafna úr þessu melbarði og gera líðandi halla frá húsunum fram í fjöruna
IP-MAT	20	nar	1907	leysing	62229	Var þannig um það búið að grafið var fyrir grunninum inn í holtið og hann síðan hlaðinn upp fyrir jafnsléttu
IP-MAT	20	nar	1907	leysing	62235	Var þar búið um rennihjól og sterka kaðla en vinda á efsta lofti svo allar vörur mátti draga upp á hvert loftið sem vera skyldi
IP-MAT	20	nar	1907	leysing	62243	enda var hún búin að sitja þar lengur að völdum og lengst af ein
IP-MAT	20	nar	1907	leysing	62406	Þeir eru nú búnir að draga upp kaðalinn og loka hlerunum þarna uppi
IP-MAT	20	nar	1907	leysing	62419	Hann var búinn að hokra þar í mörg ár í þurrabúð stundum með sveitarstyrk en oftast án hans
IP-SUB	20	nar	1907	leysing	62458	Auk þess var geymsluhúsið sama sem opið því ekki var enn búið að ganga svo frá kjallaradyrunum að hægt væri að læsa þeim
IP-MAT	20	nar	1907	leysing	62463	Nú voru allir búnir að fá nóg af deginum
IP-MAT	20	nar	1907	leysing	62973	og var búinn að frétta af henni út í yztu æsar jafnvel áður en hún komst á laggirnar
IP-MAT	20	nar	1907	leysing	63013	Menn voru við bragðinu búnir
IP-SUB	20	nar	1907	leysing	63045	En það mundi ganga úr greipum ef illa væri í garðinn búið heima í Vogabúðum en framkvæmdavaldið úti í Kaupmannahöfn
IP-MAT	20	nar	1907	leysing	63275	Hann var búinn að semja í huganum stutt og glögt yfirlit yfir hjúskaparsögu þeirra sem hann jafnan kunni og jafnan var reiðubúinn að skýra í einstökum atriðum
IP-MAT	20	nar	1907	leysing	63345	Nú var Þorgeir búinn að komast að nógu miklu að sinni
IP-MAT	20	nar	1908	ofurefli	63736	— Hann er búinn að biðja um þetta nokkuð oft hérna í kirkjunni
IP-SUB	20	nar	1908	ofurefli	63928	Hana langaði til að senda Grímsa eitthvað þegar búið væri að borða
IP-SUB	20	nar	1908	ofurefli	64598	Hann áttar sig á því þegar hann verður búinn að jafna sig
IP-SUB	20	nar	1908	ofurefli	64763	Vitanlega væri vafamál hvort hann væri ekki búinn að gera sjálfan sig að hálfgerðum vitfirring með trúarofsa og ýmis konar hindurvitnum eftir því sem kunnugir menn lýstu honum
IP-MAT	20	rel	1920	arin	65460	Rússneska skáldið Turgenjev hefir búið til eins konar ævintýri eða smásögu til þess að gera mönnum þetta lögmál ljóst hvernig náttúran vinnur með sömu nákvæmni að hinu smæsta sem hinu stærsta í sköpuninni
IP-MAT	20	nar	1985	margsaga	66332	Hún var svo löngu búin að gera mér skiljanlegt að ég kæmist ekkert en henni væri samt ekkert illa við mig og ég ætti endilega að koma og vera góður vinur
IP-SUB	20	nar	1985	margsaga	66434	sagði frá lúmskum villum sem ég hefði fundið í því sem margir aðrir voru búnir að lesa og gefa imprímatúr
IP-MAT	20	nar	1985	margsaga	66457	Þarna hefur hún sennilega verið búin að fá hugmyndina
IP-SUB	20	nar	1985	margsaga	66576	En strax þegar ég var búinn að líta lauslega yfir yrkingar Gunnars varð mér ljóst að ef eitthvað var hægt að gera til að sverta og vanhelga minningu míns kæra vinar þá var það einmitt það að koma á framfæri þessum ömurlegu hugarfóstrum hans
IP-SUB	20	nar	1985	margsaga	66920	Hafa Norðurlandaþjóðirnar búið við rangt helvíti síðan þær tóku kristna trú ?
IP-MAT	20	nar	1985	margsaga	67056	og áður en ég vissi til var ég búinn að teygja mig í bókina
IP-MAT	20	nar	1985	margsaga	67323	Á endanum var ég búinn að missa allar áttir
IP-SUB	20	nar	1985	margsaga	67368	Loks gæti ég svarað játandi þeirri spurningu sem brann á allra vörum Ertu búinn að sjá Pískó ?
IP-MAT	20	nar	1985	margsaga	67389	Hinsvegar hafði hann sjálfur búið sér til mælikvarða sem hann fór eftir þegar hann ragaði frá við dyrnar
IP-MAT	20	nar	1985	margsaga	67412	við vorum undir allt búnir
IP-SUB	20	nar	1985	margsaga	67656	Einhver hafði sagt mér að svo til ekkert af þeim óskilamunum sem lögreglunni bærust næði nokkurn tíma réttum eigendum sínum Yfirleitt endaði það með því að góssið væri selt á uppboði sem varla gæti þó verið nokkur lagaheimild fyrir og andvirðið rynni svo bara í kaffisjóðinn á varðstofunni eða til að standa undir hljómplötuútgáfu lögreglukórsins sem varla gæti nú talist mannúðlegt athæfi Slík sala á uppboði leiddi auk þess óhjákvæmilega til þess að hjólið fengi eiganda sem væri ekki á nokkurn hátt verðugri en til dæmis ég sem var þó að minnsta kosti búinn að hugsa um það í nokkra daga
IP-MAT	20	nar	1985	margsaga	67703	Ég var búinn að ákveða að fara mér hægt um sumarið vinna svo að þessu í rólegheitum yfir veturinn en fara ekki að hjóla neitt fyrr en næsta vor
IP-SUB	20	nar	1985	sagan	68276	Ef ég nóta ekki atvikin niður frá degi til dags er engu líkara en ég hafi aldrei upplifað þau Heilaböndin séu búin og núið taki yfir það sem var fyrir hendi
IP-SUB	20	nar	1985	sagan	68277	Rétt í þessu var ég að uppgötva að ég er búinn að gleyma fornbókasalnum
IP-SUB	20	nar	1985	sagan	68646	Væri ekki öruggari þótt hann hefði sjálfur búið hana til
IP-MAT	20	nar	1985	sagan	68790	rétti maður þeim enda eru þau fyrr en varir búin að rekja upp alla trossuna
IP-SUB	20	nar	1985	sagan	68823	og leit ekki á blaðið fyrr en ég var búinn
IP-SUB	20	nar	1985	sagan	68874	Svo þegar konan í Útvarpinu er búin að segja þeim hvernig veðrið verði rísa þeir upp
IP-SUB	20	nar	1985	sagan	69237	Hringur bregst við reiður þegar hann á að fara að hátta og rennur upp fyrir honum að dagurinn er búinn
IP-MAT	20	nar	1985	sagan	69239	En dagurinn er búinn
IP-SUB	20	nar	1985	sagan	69269	Var ég búinn að segja frá draugalegu tungli uppi á veðurhimni þar sem ský streyma hraðbyri úti skefur snjó og hjúfrar sig í görðum
IP-SUB	20	nar	1985	sagan	69588	Bylgju varð svo hverft við að hún var næstum búin að velta um koll prímusnum
IP-SUB	20	nar	1985	sagan	69817	og um leið og búið var að kveikja upp í deginum byrjuðu skorkvikindin nudd ískur og tíst
IP-SUB	21	nar	2008	mamma	69982	Og svo þegar allt var búið stóð ég þarna á bílaplaninu með bros hennar í augnkrókunum og goluna á kinnum mér
IP-MAT	21	nar	2008	mamma	69985	en hádegið var búið
IP-MAT	21	nar	2008	mamma	69993	en kúlan er búin að vera þarna í vasanum í hálft ár
IP-SUB	21	nar	2008	mamma	70155	Mér fannst það reyndar nokkuð gott hjá honum þegar hann var búinn að útskýra það fyrir mér
IP-MAT	21	nar	2008	mamma	70172	en áður en ég vissi af var ég búinn að smella á Netið og kominn á síðu Unu Maríu Páls að gá hvort hún hefði skrifað eitthvað um Óma eftir að hann bauð henni út að borða um daginn
IP-SUB	21	nar	2008	mamma	70188	Hús er dagarnir sem liðu allar næturnar jólin og fermingarveislurnar allir búkarnir sem þar hafa búið allt fótatakið
IP-SUB	21	nar	2008	mamma	70258	Ég finn feginleikann þegar hann hættir að gráta og hún er búin að hugga hann Ó þá fögru steina
IP-SUB	21	nar	2008	mamma	70418	og ég sagði henni að ég ætti einn son sem hefði aldrei búið hjá mér en byggi núna hér og þar um heiminn
IP-SUB	21	nar	2008	mamma	70499	Ég klæddi mig á meðan hún skipti um rúmfötin sem ég var búinn að frjóvga
IP-MAT	21	nar	2008	mamma	70694	Og kannski hafði hún meira að segja verið búin að segja mér frá einhverju en ég gleymt því
IP-SUB	21	nar	2008	mamma	70732	Þegar hann var búinn að stinga upp í mig stakk hann upp í sig vandlega snyrtum bita
IP-MAT	21	nar	2008	mamma	70873	Og við getum búið í Stuðlaseli
IP-MAT	21	nar	2008	mamma	71024	og hún var búin að mála sig og taka hárið úr skátaglinu og snúa það einhvern veginn upp í einhverja hárgreiðslu
IP-SUB	21	nar	2008	mamma	71033	Ég fann fara um mig fagnaðarbylgju þegar ég tók eftir því að hún var búin að breiða hvítan dúk á svarthvíta sjónvarpið og setja þar eitthvað rautt blóm því þetta var undursamleg tilbreyting frá öllum þessum grænu ábreiðum og dúkum alls staðar
IP-MAT	21	nar	2008	mamma	71067	hún væri búin að ákveða þetta
IP-MAT	21	nar	2008	mamma	71218	og loks var ég tilbúinn í morgungönguna með Pjatta
IP-MAT	21	nar	2008	mamma	71270	Drengurinn hafði þá undirbúið ferðina með lestri í samráði við afa sinn
IP-SUB	21	nar	2008	mamma	71535	og tilkynnir henni að nú sé þetta búið
IP-MAT	21	nar	2008	mamma	71537	þetta var búið
IP-MAT	21	nar	2008	ofsi	71883	það er búið að kjafta svo mikið og slúðra um samskipti mín við Sturlungana að það yrði hver sá maður vitlaus sem reyndi að komast til botns í hvað væri satt og logið
IP-MAT	21	nar	2008	ofsi	71926	Nú er búið að drepa nógu marga
IP-MAT	21	nar	2008	ofsi	71971	ég er búinn að eignast prinsessuna
IP-SUB	21	nar	2008	ofsi	71979	En hún er ekki vond hún Þuríður sem betur fer því að ég gæti ekki búið með konu sem er vond
IP-MAT	21	nar	2008	ofsi	72271	Og án þess við þyrftum að ræða það frekar var hann fljótt búinn að útlista fyrir mér hvernig málin litu út í hans augum að væri Gissur hingað kominn eins og allt benti til í því skyni að brjóta landið undir konung þá myndi hann auðvitað svo fljótt sem auðið væri ráðast til atlögu gegn helstu valdamönnum er í vegi hans gætu staðið
IP-SUB	21	nar	2008	ofsi	72292	við ættum að kveðja upp mannskap nú þegar og ráðast suður á land og helst ganga á milli bols og höfuðs á Gissuri áður en hann væri búinn að gera sínar eigin ráðstafanir með heruppkvaðningu og banatilræði við góða menn
IP-SUB	21	nar	2008	ofsi	72378	og ég sá að þegar hann tók blóðugar rýjur frá munninum og reyndi að fá sér vínsopa eins og til að sýna að nú væri þetta búið og menn gætu farið að snúa sér að öðrum gamanmálum þá báru kvalirnar hann ofurliði er hann reyndi að ná munninum utan um skálarbarminn
IP-MAT	21	nar	2008	ofsi	72417	Ég var tilbúinn að þola veröldina eins og hún er og án þess að bifast
IP-MAT	21	nar	2008	ofsi	72462	og sé svo þá er ég búin að gefast upp
IP-SUB	21	nar	2008	ofsi	72538	og ég fékk brátt að heyra að það ætti að koma við í Stafholti í Borgarfirði því að þar væri sá orðlagði kappi Þorgils skarði búinn að koma sér fyrir og með marga fylgdarmenn ellefu vopnaða menn sagði einhver eða jafnvel fjórtán ef með væru taldir þrír strákar sem eru hafðir til að geyma hesta
IP-MAT	21	nar	2008	ofsi	72733	Hann var búinn að loka sig af úti í skemmu
IP-SUB	21	nar	2008	ofsi	72771	Þetta sé ég alltaf á því að augnabliki síðar er Sturla búinn að taka upp sama sið
IP-MAT	21	nar	2008	ofsi	72873	en ég er búinn að sjá að Skagafjörðurinn er einmitt lykillinn að því að halda Sturlungum og allskyns lukkuriddurum í skefjum
IP-MAT	21	nar	2008	ofsi	72905	var búinn að kaupa hið gamla og glæsta stórbýli Kolbeins unga Flugumýrina
IP-MAT	21	nar	2008	ofsi	72970	hún er búin að þjást af heimþrá alveg frá því fyrst við fórum af hennar heimaslóðum
IP-MAT	21	nar	2008	ofsi	72984	og ég var auðvitað ekkert búinn að gleyma því þótt það sé manni kannski ekki efst í huga alla daga hver vó hvern fyrir tveimur áratugum enda nóg til að æra óstöðugan að rifja upp öll vígaferli okkar blóðugu aldar
