label	nodestring	subgenre	century	lexicaldiversity	postnt	genre	textid	year	treeid	text
-	litlu áður	sag	14	0.21	0	nar	alexander	1300	11542	Alexander konungur lítur við honum reiðuliga því að hann vill eigi nú ásaka Parmenionem þar sem hann hafði það gert litlu áður þá er hann hafði þess fýst að taka skyldi þær sættir er Darius hafði boðnar
-		sag	14	0.21	0	nar	alexander	1300	11542	Alexander konungur lítur við honum reiðuliga því að hann vill eigi nú ásaka Parmenionem þar sem hann hafði það gert litlu áður þá er hann hafði þess fýst að taka skyldi þær sættir er Darius hafði boðnar
-		sag	14	0.21	0	nar	alexander	1300	11559	Og síðan er konungur hafði svo mælt þá ganga þeir til landtjalda sinna
-		sag	14	0.2	0	nar	grettir	1310	11683	Ásmundur segir að þá mundi skammt til hríðar er hrossin vildu eigi á standa í þvílíku veðri
-		sag	14	0.2	0	nar	grettir	1310	11739	Grettir fór til leika fyrir bæn Atla bróður síns þá er hann var fjórtán vetra gamall
-		sag	14	0.2	0	nar	grettir	1310	11773	Og enn gerði hann svo næsta vor eftir það er áður var sagt að hann fór til Bjargs
-		sag	14	0.2	0	nar	grettir	1310	11791	Reið hann nú heim þá er hann var búinn
-		sag	14	0.2	0	nar	grettir	1310	12147	En áður Eiríkur jarl fór úr landi stefndi hann til sín lendum mönnum og ríkum bóndum
-		sag	14	0.2	0	nar	grettir	1310	12471	Fögnuðu þeir margir honum þar vel sem hann höfðu eigi séð fyrr fyrir sakir þess frægðarverks sem hann hafði unnið þá er hann drap víkingana
-		sag	14	0.2	0	nar	grettir	1310	12511	Jafnan bar svo til á kveldum þá er menn fóru að sofa þá hvarf Björn út
-		sag	14	0.2	0	nar	grettir	1310	12592	Þorkell sat að drykkju þá er Grettir kom í stofuna
-		sag	14	0.2	0	nar	grettir	1310	12662	Sveinn jarl sat inn í Þrándheimi að Steinkerum þá er hann spurði víg Bjarnar
-		sag	14	0.2	0	nar	grettir	1310	12676	Nú er málið var skoðað fannst jarli sem margar sakir hefði Björn gert við Gretti
-		sag	14	0.2	0	nar	grettir	1310	12678	og talaði um það langt erindi hvert frelsi að Grettir hefði unnið mönnum norður í landi þá er hann drap berserkina sem áður var sagt
-		sag	14	0.2	0	nar	grettir	1310	12956	Því frestaði hann heiman að ríða að hann vildi að þeir Þorsteinn væru undan suður riðnir þá er hann kæmi vestan
-		sag	14	0.2	0	nar	grettir	1310	12975	Ásmundur sagði að Þorgils hefði boðið þeim fóstbræðrum jafnaðarskipti á þeim hvalnum hinum óskorna þá er þeir komu til
-		sag	14	0.2	0	nar	grettir	1310	13257	Barði Guðmundarson og bræður hans riðu heim í Ásbjarnarnes þá er þeir skildust Grettir
-		sag	14	0.2	0	nar	grettir	1310	13285	og ætlaði að sitja þar fyrir þeim Barða þá þeir riðu sunnan
-	þá	sag	14	0.2	0	nar	grettir	1310	13466	og dysjuðu hann þar sem þá var hann kominn
-		sag	14	0.2	0	nar	grettir	1310	13514	Því var Þorgautur vanur að koma heim þá er hálfrökkvað var
-		sag	14	0.21	0	nar	arni	1325	13637	En síðan peningar eyddust fyrir sonum Orms að Kálfafelli fóru þeir byggðum sínum til Svínafells
-		sag	14	0.21	0	nar	arni	1325	13665	Rækti Árni þetta allt saman þá er hann var biskup orðinn framarlega við Helga og öll börn hans
-		sag	14	0.21	0	nar	arni	1325	13702	En þá er biskup fór til Íslands fylgdi Árni honum til Hólastaðar
-		sag	14	0.21	0	nar	arni	1325	13724	og þá er hann spurði hví það gegndi var honum sagt
-		sag	14	0.21	0	nar	arni	1325	13768	og stóðu þar þessir hlutir í að allir menn knéfalli með upphaldandi höndum þann tíma í messunni er haldið er upp holdi og blóði vors herra og svo þá er borið er til sjúkra manna svo og að engi maður festi sér mey eða konu til eiginorðs áður en lýst væri í kirkjum þrem sinnum svo og að frillumenn skulu fyrirbjóðast að taka Krists líkama að páskum utan þeir festi frillur sínar til eiginorðs eða skilji við þær fullkomlega svo og að allir staðir og tíundir skyldu gefast í biskups vald svo og að enginn skyldi byggja dautt fé á leigu
-		sag	14	0.21	0	nar	arni	1325	13875	En þá er herra Magnús kóngur sá þessi bréf tók hann vel við hans málum
-		sag	14	0.21	0	nar	arni	1325	13920	Á tilsettum degi þá er virðuglegur herra Jón erkibiskup hafði til sín kallað þá menn sem honum líkaði við þetta mál að hafa var fyrstur af þeim herra Árni biskup af Skálaholti er hann skipaði til að vera sóknarmann á fyrrnefndan Sighvat Hálfdanarson og á annan mann Einar Vatnsfirðing
-		sag	14	0.21	0	nar	arni	1325	13930	En þá er þetta var fram borið sór prestur Árna biskups fyrir hann upp á sál hans að biskup skal satt fram bera eftir sinni samvisku og ei leyna sannindum þeim sem hann er spurður að þessu máli
-		sag	14	0.21	0	nar	arni	1325	13945	Var þetta gert í Björgvin þá er liðið var frá burð drottins vors tólf hundruð sjötíu og þrír vetur á Jakobsvökuaftan
-		sag	14	0.21	0	nar	arni	1325	13946	Síðan er virðuglegur herra Jón erkibiskup hafði lokið á dómsorði um vald og varðveislu Oddastaðar þá bar Sighvatur þegar fram sína kærslu fyrir herra erkibiskupi
-		sag	14	0.21	0	nar	arni	1325	13947	og sagði Sæmundur Jónsson hefði fengið sex tigu hundraða vöru Páli biskupi þá er hann fór til vígslu með þeim hætti að Sæmundur skyldi taka biskupstíundir af svo mörgum bæjum ákveðnum í nánd Oddastað á hverjum tólf mánuðum
-		sag	14	0.21	0	nar	arni	1325	13954	En þó Sighvatur vissi það ei fannst skjótt að síðan Páll biskup fór til vígslu voru liðnir nær átta tigir vetra
-	áður	sag	14	0.21	0	nar	arni	1325	14014	Fór hann þá í Skipaholt þar sem Árni Jónsson bjó áður fyrri mágur hans
-		sag	14	0.21	0	nar	arni	1325	14028	og þá er hann kom aftur í Svíaríki varð hann fanginn
-		sag	14	0.21	0	nar	arni	1325	14057	En því að sjálfur guð sýnir þá einkanlega sína elsku við sína sonu er hann leggur á þá sprota sinnar ráðningar lagðist Árni biskup að vilja þess er sína menn vill hirta með margföldum mótfellum í sjúknað á jólaföstu
-		sag	14	0.21	0	nar	arni	1325	14062	Og annan aftan þá er menn komu þar fákátir að rekkju hans mælti hann við prest sinn þann er Hallur hét og var ritari hans Hversu þykir yður sem skipist sóttarfar mitt ?
-		sag	14	0.21	0	nar	arni	1325	14148	En þá er vottar hans skyldu sanna eið hans eftir því sem þeir höfðu heitið honum
-		sag	14	0.21	0	nar	arni	1325	14250	Hitt var annað er hann ritaði enn til beggja biskupanna bjóðandi þeim að leysa þann mann er Oddur hét og var Þórarinsson bróðir Þorvarðar af því tveföldu banni sem hann stóð í þá er hann var veginn í Geldingaholti því öðru sem Heinrekur biskup bannsetti hann fyrir upptekt þeirra peninga sem í kirkju voru bornir í Felli og í Grímsey og að Ljósavatni og svo fyrir rán í Hvammi og Oddur kallaði sektarfé og fyrir upptöku hvals í Grímsey þess er biskup átti og hinu öðru sem hann féll í á Fagranesi takandi fyrrnefndan Heinrek biskup og flytjandi í virkið á Flugumýri og harðlega haldandi í því sama virki með fullkominni nauðung til þess er prestar í Norðlendingafjórðungi og norrænir menn tóku hann í burt þaðan úr öllu klandi Odds og hans manna
-		sag	14	0.21	0	nar	arni	1325	14270	svo mikið hafði Oddur átt þá er hann féll í sektir
-		sag	14	0.21	0	nar	arni	1325	14373	Og um síðir þá Jörundur biskup vildi honum ei samþykkja lét Árni biskup fram decretalem Innocentíusar páfa III þá er skíran úrskurð gefur í slíkum tilfellum
-		sag	14	0.21	0	nar	arni	1325	14442	Og einn dag í jólaföstu þá er hann sat að matborði kom þar inn fyrrnefndur Ívar Guðlaugsson
-		sag	14	0.21	0	nar	arni	1325	14448	Hann þá af honum jólagjöf baldikinn það sem hann gaf herra Runólfi ábóta í Veri þá hann kom til Íslands
-		sag	14	0.21	0	nar	arni	1325	14462	Skildi Árni biskup við hann með miklum blíðskap þá er hann fór heimleiðis til Þrándheims
-		sag	14	0.21	0	nar	arni	1325	14496	Hafði Árni biskup í fyrstu þá er hann kom til stólsins sett í Dal Magnús bróður sinn en á Baugsstaði eftir landaskiptið
-		sag	14	0.21	0	nar	arni	1325	14564	Þá er þetta var aktað gengu menn til lögréttu
-		sag	14	0.21	0	nar	arni	1325	14604	Hafði öll alþýða þá lófatak um það utan níu menn þeir sem biskupi fylgdu og ei gengu til handa þá er almúginn vægði fyrir valdi kóngsmanna
-		sag	14	0.21	0	nar	arni	1325	14681	og lauk engi meira þá er öllu var upp skipt en hinn fjórða hlut innstæðu
-		sag	14	0.21	0	nar	arni	1325	14749	og létu Ásgrím ei fang á sér fá þá er hann reið austur þangað
-		sag	14	0.2	0	nar	bandamennM	1350	14925	Og þá er hann er albúinn leiða menn hann til skips
-		sag	14	0.2	0	nar	bandamennM	1350	15941	Hann hafði reift málið þá er Óspakur var sekur ger
-		sag	14	0.2	0	nar	bandamennM	1350	15942	Svo bar til eitt kveld í Böðvarshólum þá er menn sátu við elda að þar kom maður og drap á dyr og bað bónda út ganga
-		sag	14	0.2	0	nar	bandamennM	1350	15949	En um morguninn er konur koma í fjós þá eru þar særðar níu kýr til bana
-		sag	14	0.2	0	nar	bandamennM	1350	15951	Og enn er fram líða stundir ber svo til að maður gengur inn á Svölustöðum og í hús það er Már hvílir í
-		sag	14	0.16	0	nar	finnbogi	1350	16007	Þá er Ásbjörn var riðinn til þings um sumarið hafði Skíði tekið í brott meyna með ráði Þorgerðar móður hennar
-		sag	14	0.16	0	nar	finnbogi	1350	16012	En þá er Ásbjörn kom heim af þingi varð hann reiður mjög að mærin var brott tekin bæði Þorgerði og Austmanniinum
-		sag	14	0.16	0	nar	finnbogi	1350	16038	Hún hafði fóstrað Þorgerði fyrr meir þá er hún var barn
-		sag	14	0.16	0	nar	finnbogi	1350	16040	og lét hana fara með sér þá er hún var gift þangað á Eyri
-		sag	14	0.16	0	nar	finnbogi	1350	16105	Þá er hann var þrevetur var hann eigi minni en þeir að sex vetra voru gamlir
-		sag	14	0.16	0	nar	finnbogi	1350	16191	Og þá er þau höfðu lokið leik sínum stóð hann á gólfinu í búnaði sínum
-		sag	14	0.16	0	nar	finnbogi	1350	16516	Þá er þeir voru búnir fluttu þeir Ásbjörn og Þorgeir til skips það er Finnbogi átti
-		sag	14	0.16	0	nar	finnbogi	1350	16521	En þá er þeir höfðu siglt nokkur dægur tekur af byri
-		sag	14	0.16	0	nar	finnbogi	1350	16630	Áður um kveldið þá er menn voru í svefni stendur hann upp
-		sag	14	0.16	0	nar	finnbogi	1350	16785	Finnbogi reri svo að Álfi þótti kyrr standa skútan $n þá er hann reri
-		sag	14	0.16	0	nar	finnbogi	1350	16885	Síðan hann var búinn reri hann suður með landi
-		sag	14	0.16	0	nar	finnbogi	1350	16979	og var eigi hægt að fýsa hann vel að gera þá er hann var ráðinn í illa að gera
-		sag	14	0.16	0	nar	finnbogi	1350	16980	Líða nú nokkurar vikur þaðan frá er þau höfðu við talast
-		sag	14	0.16	0	nar	finnbogi	1350	17469	Þá er hann hefir fyrir honum séð fór hann heim
-		sag	14	0.16	0	nar	finnbogi	1350	17471	Hún kvað þá farið hafa eftir hugboði sínu þá er hún fór frá Ljósavatni
-		sag	14	0.16	0	nar	finnbogi	1350	17479	Þá er þetta spurðist fýstist Finnbogi utan
-		sag	14	0.16	0	nar	finnbogi	1350	17499	Þá er þau höfðu verið ásamt ein misseri áttu þau son þann er Gunnbjörn hét
-		sag	14	0.16	0	nar	finnbogi	1350	17576	Og þá er þeir riðu ofan að Hofi stakk Hrafn við fótum
-		sag	14	0.16	0	nar	finnbogi	1350	17648	ríða þar til er þau koma í Hlíð
-		sag	14	0.16	0	nar	finnbogi	1350	17665	en þeir ríða þrír saman þar til er þeir koma í Bólstaðarhlíð
-		sag	14	0.16	0	nar	finnbogi	1350	17755	Gekk Finnbogi fyrir þar til er þeir koma að Vatnsdalsá
-		sag	14	0.16	0	nar	finnbogi	1350	17766	og ganga þar til er þeir koma til Hofs
-		sag	14	0.16	0	nar	finnbogi	1350	17807	og ákveða dag nær þeir skulu finnast
-		sag	14	0.16	0	nar	finnbogi	1350	17989	Svo er sagt þá er kristni var boðuð á Íslandi sá fagnaður er öllum hefir mestur orðið að engi varð fyrr til né skjótari en Finnbogi hinn rammi að játa því með Þorgeiri móðurbróður sínum
-		sag	14	0.16	0	nar	finnbogi	1350	18136	Hún hafði jafnan vel tekið við Gunnbirni og þjónað honum jafnan er hann kom
-		sag	14	0.24	0	rel	marta	1350	18345	Af því bar svo til að þá er hún gerði slíka hluti fyrir guðs sakir varð henni auðið um síðir að taka hann sjálfan í sitt herbergi
-		sag	14	0.24	0	rel	marta	1350	18355	Hið fyrsta tákn af þessum segir Comestor á þá leið in Historiis evangeliorum að þá er drottinn Jesús var beðinn að fara til húsa þess höfðingja er Jarkus hét að reisa af dauða dóttur hans þröngdu honum mjög á veginum miklir flokkar þeirra manna sem sumir vildu heyra kenningar hans sumir þiggja af honum lækning sumir að undrast tákn hans sumir að finna að atferð hans
-		sag	14	0.24	0	rel	marta	1350	18358	En þá er hún gerði sem hún sagði kenndi hún sig þegar alheila
-	þá er vitlaus maður ber sjálfur að sér það reip sem hann skal binda með	sag	14	0.24	0	rel	marta	1350	18397	og sigraði hann með sjálfs hans orðum með þeim hætti sem þá er vitlaus maður ber sjálfur að sér það reip sem hann skal binda með
-		sag	14	0.24	0	rel	marta	1350	18397	og sigraði hann með sjálfs hans orðum með þeim hætti sem þá er vitlaus maður ber sjálfur að sér það reip sem hann skal binda með
-		sag	14	0.24	0	rel	marta	1350	18416	Og þá er hann hafði talda góða hluti hinnar syndugu konu og svo illa hluti falssamliga kristins pharisei snerist hann til hennar
-		sag	14	0.24	0	rel	marta	1350	18432	Delictum vann hún í verki þá er hún felldi niður góða hluti
-		sag	14	0.24	0	rel	marta	1350	18433	peccatum vann hún í verki þá er hún vann illa hluti
-		sag	14	0.24	0	rel	marta	1350	18451	smurði hún höfuð hans með nardo pistico hið þriðja sinn þá er hún keypti smyrsl að bera á líkam hans
-		sag	14	0.24	0	rel	marta	1350	18472	Breyskleiks synd bætti hún með styrk og staðfesti á píslartíma Krists því að þá er allir lærisveinar flýðu frá drottni fylgdi hún honum allt til dauða og stóð hjá krossi hans með Maríu móður hans og Jóhannesi evangelista og Maríu Klópa
-		sag	14	0.24	0	rel	marta	1350	18473	Synd vangeymslunnar bætti hún með merkiligri þjónustu þeirri er af guði var lofuð þá er hann mælti svo Hví eruð þér þungir konu þessi ?
-		sag	14	0.24	0	rel	marta	1350	18518	En þá er Jesús heyrði sendiboðann mælti hann Þessi sjúknaður leiðir hann eigi til dauða það er að halda hann í dauða
-		sag	14	0.24	0	rel	marta	1350	18520	Af því að hann hafði heyrt sendiboðið um sagðan sjúkleik Lasarusar var hann í þeim stað tvo daga að liðnir mættu verða fjórir dagar frá dauða Lasarusar þá er hann kæmi aftur í Bethaniam
-		sag	14	0.24	0	rel	marta	1350	18554	Sem hún segði Þá er eg fékk sanna trú trúði eg að þú ert líf
-		sag	14	0.24	0	rel	marta	1350	18600	Comestor segir að frjádaginn fyrir passionem domini þá er guðspjallið er lesið varð sjá atburður á hinum fyrsta degi hins fyrsta mánaðar eftir lögmáli Móse
-		sag	14	0.24	0	rel	marta	1350	18678	En þá er þær litu til annað sinn var hann frá voltinn
-		sag	14	0.24	0	rel	marta	1350	18684	en þaðan af skiptist dægur að miðri nótt þá er vor herra reis upp
-		sag	14	0.24	0	rel	marta	1350	18710	Og þá er hún leit inn í það þá sá hún hina sömu engla hjá þeirri sömu steinþró sem líkaminn hafði í legið annan að höfði en annan að fótum
-		sag	14	0.24	0	rel	marta	1350	18713	Englarnir mæltu þá Hvað grætur þú kona ? Svo sem þeir bönnuðu henni að gráta þá er efni voru til þess að fagna
-		sag	14	0.24	0	rel	marta	1350	18728	Nú grét María um sök Jesú þá er hún leitaði hans lifanda með dauðum
-		sag	14	0.24	0	rel	marta	1350	18782	En eftir uppstigning hans lagði hún það sem eftir var fyrir Pétur postula Krists þá er mikill fjöldi kristinna manna hafði svo mikið samþykki sem þeir ættu eitt hjarta og eina önd og enginn hafði né eitt eiginligt heldur var þeim allt sameiginligt
-		sag	14	0.24	0	rel	marta	1350	18789	En þá er vaxa tók fjöldi Krists lærisveina gerðu Júðar að þeim svo mikinn ófrið að þeir ráku þá af sínum héruðum
-		sag	14	0.24	0	rel	marta	1350	18804	En þá er þau voru öll á skip komin leiddi vor herra vind hvassan úr sínum féhirslum þann er för þeirra flutti í góða höfn hjá Marsilioborg
-		sag	14	0.24	0	rel	marta	1350	18858	En þá er mannfjöldi kom til með vopnum að elta hann á skóginum flýði hann í ána
-		sag	14	0.24	0	rel	marta	1350	18938	En þá er það kom til eyrna henni að Páll postuli bauð að konur þegðu í kirkju girntist hún að þröngva sig með andligu upplitningar ljósi
-		sag	14	0.24	0	rel	marta	1350	18953	Og á einum tíma föstunnar þá er hann var þar í eyðimörkinni eftir sinni venju lauk guð upp augu hans
-		sag	14	0.24	0	rel	marta	1350	18960	En þá er hann sneri aftur mátti hann ganga hvert er hann vildi
-		sag	14	0.24	0	rel	marta	1350	18961	En þá er hann snerist áfram voru allir limir hans af settir sínum öflum svo að vanmegn líkamans bannaði honum áfram að fara
-		sag	14	0.24	0	rel	marta	1350	18975	En þá er hann spurði fleiri hluta fékk hann engin andsvör þaðan af
-		sag	14	0.24	0	rel	marta	1350	18984	En þá er hann óttaðist nær að ganga þá talaði hún til hans með björtu andliti því er af sífelldri sýn heilagra engla skein framar en sólargeislar
-		sag	14	0.24	0	rel	marta	1350	19003	En áður þeir færu heim talaði hún leyniliga við sælan Fronto
-		sag	14	0.24	0	rel	marta	1350	19053	Þá undruðust þeir allir er þá voru öll login tendruð þau er öll voru slokin þá er þeir gengu úr herberginu
-		sag	14	0.24	0	rel	marta	1350	19062	en þá er svo var langt lesið sem sjálfur drottinn sagði við sitt líflát hin síðustu orð Pater in manus tuas domine commendo spiritum meum etc. það þýðist svo Faðir í hendur þínar fel eg anda minn þá sofnaði hún sælliga í guði hinn sjöunda kalendas ianuarii hinn sétta dag viku á hinni níundu tíð dags er hún var sjö tigi vetra að aldri
-		sag	14	0.24	0	rel	marta	1350	19104	Hinn sæli Fronto sagði bræðrum þá er hann gerði minning þessarar sælu konu Mörtu að þá er þeir höfðu hana í gröf lagið og þeir gengu úr kirkju spurði einn bóklærður bróðir þess staðar sá er okkur fylgdi af kirkju sjálfan drottin hver hann væri eða hvaðan hann væri eða hvert nafn hann ætti
-		sag	14	0.24	0	rel	marta	1350	19110	Og þá er hann rakti bókina fann hann þetta sama vers ritað á öllum blöðunum
-		sag	14	0.24	0	rel	marta	1350	19137	Á nokkurum degi þá er hann steig á hest sinn mjúkan og makreiðan til þess að fara erinda sinna varð sá mótburður að hesturinn tók að hlaupa svo flugliga sem hið skjótasta skógardýr um grafir og götuleysi svo að kennimaðurinn efaði hvort hann skyldi láta af honum fallast eða eigi á jörðina eða uppi sitja ef hann mætti ráða
-		sag	14	0.24	0	rel	marta	1350	19146	En þá er sá tími nálgaðist er hann vissi af guðligri vitran að hann mundi líða úr líkam lét hann í þeirri sömu kirkju búa sér steinþró hjá steinþró sællar Maríu
-		sag	14	0.24	0	rel	marta	1350	19146	En þá er sá tími nálgaðist er hann vissi af guðligri vitran að hann mundi líða úr líkam lét hann í þeirri sömu kirkju búa sér steinþró hjá steinþró sællar Maríu
-		sag	14	0.24	0	rel	marta	1350	19153	Í þann tíma er liðið var frá písl vors herra Jesú Kristí sjö hundruð og fjórir tigir og níu ár að ríkjandi hinum mildasta konungi Loðvíki og Karli syni hans var víða góður friður í kristni guðs nema þar sem Saraceni er Agareni heita með réttu nafni af Agar ambátt þeirri er Sara gaf í faðm Abrahami bónda sínum og gat af henni Ísmael þann er þessi þjóð var frá komin stríddu á kristnina
-		sag	14	0.24	0	rel	marta	1350	19167	Og þá er af létti ófriðurinn var það smíðað á einum hávum hálsi og stórliga bröttum í öruggum stað fyrir áhlaupum og hernaði af þessum sama Geirarði með hinum mesta kostnaði og mikilmennsku
-		sag	14	0.24	0	rel	marta	1350	19180	Og sáum vér síðar segir sá er söguna hefir skrifað á þetta hervirki er vér trúum vora menn þolað hafa í synda gjald þá er þau ríki byggðu
-		sag	14	0.24	0	rel	marta	1350	19190	Og að kominni hátíð drottinligs burðar þá er engi vildi fyrir hann borga þá útlausn sem fyrir hann var lögð skaut guðlig mildi því í hans brjóst að æsta hina mildu Magdalenu að hún öðlaðist það af vorum herra að svo leystist hann af fjötrum sem hann leysti hana af syndum
-		sag	14	0.24	0	rel	marta	1350	19218	En þá er skipið tók að sökkva tendraði guðs mildi hjarta einnar konu að kalla með grátligri röddu á vinkonu vors lausnara þótt aðrir geymdu ekki að hugsa nema gráta dauða sinn svo mælandi Heyr þú hin góða guðs kæra María Magdalena
-		sag	14	0.24	0	rel	marta	1350	19221	Von hennar varð eigi að hégóma því að jafnskjótt sem hún hafði heitið vitraðist henni virðulig kona sú er hönd sína rétti til hennar og með léttu sundi flutti hana til lands svo að hún lifir þá einsaman fyrir árnaðarorð sankte Maríu Magdalenu en allir aðrir drukknuðu
-		sag	14	0.24	0	rel	marta	1350	19232	Um kvöldið þá er munkar sungu aftansöng eftir vanda gekk hún oftliga til altaris biðjandi sér miskunnar og kallandi á nafn sællar Maríu Magdalenu
-		sag	14	0.24	0	rel	marta	1350	19233	Og um síðir þá er hún ætlaði frá kirkju að ganga minntist hún við það heilaga altari er í mestri virðing var haldið af fólkinu leggjandi þar á báða hnefa
-		sag	14	0.24	0	rel	marta	1350	19249	Nokkuru síðar þá er hann var í bardaga staddur var hann drepinn af sínum óvinum
-		sag	14	0.24	0	rel	marta	1350	19253	Tóku eftir það fulltings að biðja sæla Maríu Magdalenu með harmandi kveinan og á að minnast með hinu djarfligsta tilmæli miskunnarinnar hversu mjög þessi hinn dauði hafði hana elskað þá er hann var lifandi
-	nú	sag	15	0.21	0	nar	gunnar	1400	19300	Hann bjó þar sem nú heitir á Hörgslandi
-		sag	15	0.21	0	nar	gunnar	1400	19486	Það bar einn dag til þá er þeir Þorbjarnarsynir voru í helli sínum að þræll Geirs gekk að fé sínu þeim megin árinnar sem hellir þeirra bræðra var
-		sag	15	0.21	0	nar	gunnar	1400	19577	og ætluðu að sitja fyrir honum um kveldið þá er hann færi heim
-		sag	15	0.35	0	nar	gunnar2	1400	20443	og var sem þá úlfur kemur soltinn í sauðahóp
-		sag	15	0.2	0	nar	viglundur	1400	20745	og þá er Þorgrímur bar eitt stórt drykkjuker fyrir Grím þá stöplaðist út af kerinu því að Þorgrímur drap við fæti og kom á klæði Gríms
-		sag	15	0.2	0	nar	viglundur	1400	21093	En þau unnust því heitara með leynilegri ást og fólginni elsku þeim í brjósti þegar í fyrstu er þau voru uppvaxandi svo að rætur elskunnar og uppvöxtur ástarinnar er aldrei varð upprættur úr þeirra hjörtum eftir því sem náttúra er amorsins að eldur yndisins og logi elskunnar brennur því heitara og sækir því meir brjóst og hjörtu mannanna saman sem fleiri vilja þeim meina og stærri skorður við settar þeirra vandamanna er áður hefir ást og elska saman fallið þeirra á millum sem nú þessara manna Víglundar og Ketilríðar því að þau unnust alla ævi svo heitt meðan þau lifðu bæði að hvorki mátti af öðru sjá þaðan af er þau sáust fyrsta ef þau skyldu eftir því gera sem hugir þeirra stóðu til
-		sag	15	0.2	0	nar	viglundur	1400	21265	En þá er það var gert voru Fossverjar heim farnir
-		sag	15	0.2	0	nar	viglundur	1400	21277	og þá er minnst var von slær Víglundur knettinum framan á brún Jökli svo að sprakk fyrir
-		sag	15	0.2	0	nar	viglundur	1400	21542	Litlu síðar er Ketilríður kom í stofu sína kom Hólmkell bóndi þar
-	þá	sag	15	0.2	0	nar	viglundur	1400	21630	Undi Ketill vel við þar sem þá var komið
-		sag	15	0.2	0	nar	ectorssaga	1450	22899	Eftir niðurbrot Trójuborgar þá er Grikkir höfðu hana unnið heldur af ráðum en hernaði þá dreifðust ættir Príamus kóngs víða um Austurveg reisandi þar margar og stórar borgir
-		sag	15	0.2	0	nar	ectorssaga	1450	22970	Segir Meistarinn þann skjöld kallaðan hafa verið Kefalskutum þá hann barðist við Tróju menn
-		sag	15	0.2	0	nar	ectorssaga	1450	23017	En þá þeirra hestar renndust hjá greip Ektor til Aprivals rykkjandi honum upp úr söðlinum ríðandi með hann um völlinn langa stund setjandi hann síðan aftur í sinn söðul með mikilli hæversku
-		sag	15	0.2	0	nar	ectorssaga	1450	23035	Töluðu nú fyrst um þá menn sem sterkastir voru í Tróju og um þau tíðindi er þar urðu teljandi upp þá er fremstir voru Fyrst hinn sterka Ektor síðan Agíum og Akillam Hinn sterka Herkúlem Hver er var svo sterkur að hann kreisti í sundur höggorma þá er hann lá í vöggu
-		sag	15	0.2	0	nar	ectorssaga	1450	23184	Um morguninn þá er menn hans komu út styrmdu þeir þar yfir honum dauðum
-		sag	15	0.2	0	nar	ectorssaga	1450	23482	Nú sem Ingifer hafði landri stýrt v vetur
-		sag	15	0.2	0	nar	ectorssaga	1450	23554	Segir hann honum þá nær ormurinn skríður til vatns
-		sag	15	0.2	0	nar	ectorssaga	1450	23601	Er nú þar til að taka að fram á skóginn ríður riddari Alanus ríðandi svo vii-7 daga ii samt hugleiðandi um sitt efni og hvílandi sinn hest að hann skyldi eigi springa af mæði Rétt þar til sem árla um einn morgun kemur hann í eitt rjóður
-		sag	15	0.2	0	nar	ectorssaga	1450	24157	Bað Aprival hertugan segja sér hvert hann skyldi fara að freista síns riddaraskapar svo að hann mætti fram bera nokkur ævintýr þá hann finnur sína félaga
-		sag	15	0.2	0	nar	ectorssaga	1450	24217	og kom í það mund til hallar er kóngur gekk til borða með sinni fylgd
-		sag	15	0.2	0	nar	ectorssaga	1450	24387	En þó að þú níðist á mér þá væntir mig að mín muni drengiliga hefnt verða þá þessi tíðindi koma í vort fósturland
-		sag	15	0.2	0	nar	ectorssaga	1450	24464	Um morguninn snemma er kóngs son var klæddur bað hann bónda að vísa sér veg í þann stað er nokkuð mætti til frama verða
-		sag	15	0.2	0	nar	ectorssaga	1450	24799	Nú sem Ektor sér að fylkingar viknuðu og allt hrökk undan berserkjunum mælti hann við Jamuth þér ætla eg að reyna við Estomarus
-		bib	15	0.29	0	rel	judit	1450	24884	Svo var her sá mikill að allt land þótti vögnum og-og-og hestum og-og-og bogmönnum þakið sem þá er lemendur falla þykkvast á jörð
-		bib	15	0.29	0	rel	judit	1450	24885	Og þá er sjá her kom úr Assyriahéruðum til mikilla fjalla er heita Ange þau eru til MS:suður suðurs og til vinstri handar er fer á Cele Syria og Cilicia þá brenndi Holofernes alla kastala þeirra
-		bib	15	0.29	0	rel	judit	1450	24909	Nabogodonosor konungur bauð og Holoferne að eyða öllum goðum og skylda alla til þess þá er hann fengi unnið að þeir kallaði öngan annan guð en Nabogodonosor
-		bib	15	0.29	0	rel	judit	1450	24977	Þá er Achior hafði þetta mælt reiddust allir höfðingjar Holoferni
-		bib	15	0.29	0	rel	judit	1450	24982	Þá er þeir höfðu þetta mælt þá reiddist Holofernes ákafliga
-		bib	15	0.29	0	rel	judit	1450	24999	En Achior sagði þeim alla hluti þá er hann hafði mælt við Holofernem og hversu þeir ætluðu að drepa hann þá er þeir sigraði sonu Ísraels fyrir það er hann sagði guð himins vera fulltingjara þeirra
-		bib	15	0.29	0	rel	judit	1450	25007	En þá Ozias hafði þetta mælt tók hann Achior í hús sín
-		sag	15	0.18	0	nar	vilhjalmur	1450	25790	en Vilhjálmur hjó nú á háls drekanum iij högg áður af tók höfuðið
-		sag	15	0.18	0	nar	vilhjalmur	1450	25805	Þá er Vilhjálmur kemur út að Njörvasundum kemur hann eitt kveld úr mörkinni fram
